Company,CUSIP,Shares,Value,Discretion,PutCall
ALASKA AIR GROUP INC,011659109,3183163,166161153,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,995040,95503939,SOLE,
ALLSTATE CORP/THE,020002101,1107,263400,SOLE,
ALPHABET INC,02079K107,316217,111729080,SOLE,
ANALOG DEVICES INC,032654105,142050,56417919,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,688027,55740262,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,347657,28646903,SOLE,
APPLE INC,037833100,947,274024,SOLE,
ARCELORMITTAL SA,03938L203,22155,1334168,SOLE,
ARCOS DORADOS HOLDINGS INC,G0457F107,1961513,15809795,SOLE,
ASTRAZENECA PLC,G0593M107,9357390,1751546442,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,859727,92369066,SOLE,
B2GOLD CORP,11777Q209,94491,354320,SOLE,
BARCLAYS PLC,06738E204,3975718,106787786,SOLE,
BARRICK MINING CORP,06849F108,6966,255762,SOLE,
BIOGEN INC,09062X103,278283,60125780,SOLE,
BOEING CO/THE,097023105,313048,67765478,SOLE,
BOOZ ALLEN HAMILTON HOLDING CORP,099502106,849966,51567484,SOLE,
BOSTON SCIENTIFIC CORP,101137107,720339,30744061,SOLE,
BP PLC,055622104,46059,1701893,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,547925,33839878,SOLE,
BROADCOM INC,11135F101,802,302956,SOLE,
BW LPG LTD,Y10230103,457050,7971990,SOLE,
BXP INC,101121101,378480,25097031,SOLE,
CANADIAN IMPERIAL BANK OF COMMERCE,136069101,83789,9645406,SOLE,
CANADIAN NATURAL RESOURCES LTD,136385101,18400,727829,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,6711483,581660870,SOLE,
CARNIVAL CORP LTD,G2004J103,41190606,1176815641,SOLE,
CARRIER GLOBAL CORP,14448C104,2178506,159793459,SOLE,
CELESTICA INC,15101Q207,19598,7144930,SOLE,
CENTERRA GOLD INC,152006102,1285398,20376106,SOLE,
CITIGROUP INC,172967424,458858,64221787,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1077093,75471950,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,494846,19165386,SOLE,
COMFORT SYSTEMS USA INC,199908104,162,321076,SOLE,
CREDICORP LTD,G2519Y108,255436,99512757,SOLE,
