Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,297279,72262761,SOLE,
ALPHABET INC,02079K305,533993,153555224,SOLE,
AMAZON COM INC,023135106,654419,136295958,SOLE,
APA CORPORATION,03743Q108,50000,2122000,SOLE,
BIOGEN INC,09062X903,1894,34722702,SOLE,Call
BIOGEN INC,09062X103,379741,69618001,SOLE,
CHIME FINL INC,16935C109,2882016,53980161,SOLE,
CITIGROUP INC,172967424,1413870,160347042,SOLE,
COINBASE GLOBAL INC,19260Q107,430405,75153273,SOLE,
CROCS INC,227046109,842842,69972795,SOLE,
CVS HEALTH CORP,126650100,1357159,97471170,SOLE,
DAVE & BUSTERS ENTMT INC,238337109,1151658,12472459,SOLE,
DELTA AIR LINES INC,247361702,552514,36731147,SOLE,
ENERGY TRANSFER L P,29273V100,6088203,117502326,SOLE,
EXPEDIA GROUP INC,30212P303,167784,38739758,SOLE,
FIDELITY WISE ORIGIN BITCOIN,315948109,353831,20886708,SOLE,
FISERV INC,337738108,968194,54025255,SOLE,
GENERAL MTRS CO,37045V100,744630,55474974,SOLE,
IAC INC,44891N208,2699564,108063564,SOLE,
ILLUMINA INC,452327109,544780,67149734,SOLE,
ISHARES BITCOIN TRUST ETF,46438F101,1100000,42262000,SOLE,
JD.COM INC,47215P106,1399468,41382290,SOLE,
JPMORGAN CHASE & CO,46625H100,29362,8637126,SOLE,
LENNAR CORP,526057302,12500,1051500,SOLE,
META PLATFORMS INC,30303M102,171086,97883632,SOLE,
NOBLE CORP PLC,G65431127,1347854,66139240,SOLE,
NORWEGIAN CRUISE LINE HLDGS,G66721104,5749640,107518271,SOLE,
NVIDIA CORPORATION,67066G104,711115,124018525,SOLE,
ONEMAIN HLDGS INC,68268W103,781371,41795601,SOLE,
PRECIGEN INC,74017N105,17817387,68953288,SOLE,
QXO INC,82846H405,6778389,131636308,SOLE,
ROYALTY PHARMA PLC,G7709Q104,3643716,174789053,SOLE,
SEADRILL LTD,G7997W102,2152685,97947187,SOLE,
SOFI TECHNOLOGIES INC,83406F102,1326246,21060804,SOLE,
STATE STR SPDR S&P 500 ETF T,78462F103,1115,725571,SOLE,
TEMPUS AI INC,88023B103,442199,19996252,SOLE,
TESLA INC,88160R951,500,18587500,SOLE,Put
UBS GROUP AG,H42097107,1241955,48523214,SOLE,
UNITED AIRLS HLDGS INC,910047109,732020,67397145,SOLE,
UNITEDHEALTH GROUP INC,91324P102,437141,118286147,SOLE,
