Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,2633988,467243,SOLE,
AMCOR PLC,G0250X107,5500000,50545,SOLE,
CRH PLC,G25508105,3825395,351171,SOLE,
DOLLAR GEN CORP NEW,256677105,2666876,305037,SOLE,
EAGLE MATLS INC,26969P108,676257,136678,SOLE,
ELEVANCE HEALTH INC,036752103,616000,239599,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1132000,246493,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,3789711,308520,SOLE,
FISERV INC,337738108,895000,154307,SOLE,
GDS HLDGS LTD,36165L108,3249952,99351,SOLE,
HERBALIFE LTD,G4412G101,7759844,66890,SOLE,
HERBALIFE LTD,42703MAF0,17129000,15623,SOLE,
ICON PLC,G4705A100,405000,58907,SOLE,
LIBERTY BROADBAND CORP,530307107,7560,740,SOLE,
LIBERTY BROADBAND CORP,530307305,745610,73353,SOLE,
LIBERTY GLOBAL LTD,G61188101,5076762,50818,SOLE,
LIBERTY GLOBAL LTD,G61188127,24657803,254222,SOLE,
PAGSEGURO DIGITAL LTD,G68707101,2500000,24100,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,4049562,268445,SOLE,
TAMBORAN RES CORP,87507T101,570833,12170,SOLE,
VIASAT INC,92552V100,9190728,134185,SOLE,
WESCO INTL INC,95082P105,2207601,408848,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,1314184,402797,SOLE,
