Company,CUSIP,Shares,Value,Discretion,PutCall
BERKSHIRE HATHAWAY INC DEL,084670702,378625,181437100,DFND,
ALPHABET INC C,02079K107,620909,178113956,DFND,
META PLATFORMS INC,30303M102,307821,176113629,DFND,
HEICO CORP NEW,422806208,738482,155886165,DFND,
SCHWAB CHARLES CORP,808513105,1536206,144372640,DFND,
FIVE BELOW INC,33829M101,617191,141015800,DFND,
AMETEK INC,031100100,612058,131200753,DFND,
MEDPACE HOLDINGS INC,58506Q109,256081,122967535,DFND,
VISA INC,92826C839,396357,119794940,DFND,
INSTALLED BLDG PRODS INC,45780R101,403665,107031775,DFND,
PROGRESSIVE CORP,743315103,528364,104742879,DFND,
ALPHABET INC,02079K305,348469,100205746,DFND,
KEYSIGHT TECHNOLOGIES INC,49338L103,323184,91257466,DFND,
NVR INC,62944T105,13647,89931410,DFND,
BOOKING HOLDINGS INC.,09857L108,21117,88909327,DFND,
AUTOMATIC DATA PROC INC,053015103,419090,85150706,DFND,
MARKEL CORP,570535104,42944,82197822,DFND,
KINSALE CAPITAL GROUP IN,49714P108,218942,74803724,DFND,
AAON INC,000360206,201832,16701598,SOLE,
BRIGHT HORIZONSFAMILY SOLUTION,109194100,742329,60967481,DFND,
BANK OZK LITTLE ROCK ARK,06417N103,1231059,56493298,DFND,
ANALOG DEVICES INC,032654105,171052,54418483,DFND,
ARISTA NETWORKS INC,040413205,423361,51981534,SOLE,
DISNEY WALT CO,254687106,536514,51709219,DFND,
RESMED INC,761152107,230005,51631522,SOLE,
BROWN & BROWN,115236101,755269,49251091,DFND,
LITTELFUSE INC,537008104,80719,27391993,DFND,
LULULEMON ATHLETICA INC,550021109,142600,21832060,DFND,
SUNBELT RENTALS HLDGS IN GB SHRS,866966104,270843,17629171,SOLE,
JPMORGAN CHASE & CO,46625H100,52298,15383980,DFND,
MASTERCARD INCORPORATED,57636Q104,28066,14023458,DFND,
FLOOR & DECOR HLDGS INC,339750101,231829,11776913,DFND,
TWFG INC,87318A101,552107,10153248,DFND,
FERGUSON ENTERPRISES INC,31488V107,36728,8567173,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,11,7899540,DFND,
BUILDERS FIRSTSOURCE INC,12008R107,91813,7558964,SOLE,
APPLE INC,037833100,15040,3817002,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,8125,2745844,DFND,
YUM CHINA HLDGS INC,98850P109,36036,1757836,SOLE,
SPDR GOLD TR,78463V107,3876,1667804,SOLE,
SPDR S&P 500 ETF,78462F103,2474,1608941,SOLE,
M & T BK CORP,55261F104,7535,1557635,DFND,
INVESCO S&P500 EQ WGT ETF,46137V357,6105,1171672,SOLE,
INVESCO EXCH TRADED FD TR II,46138G649,4222,1003232,SOLE,
ISHARES TR,464288752,10854,982830,DFND,
BIRKENSTOCK HLDG PLC,M2029K104,27392,981455,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,5006,978172,SOLE,
COPART INC,217204106,27484,912469,SOLE,
MICROSOFT CORP,594918104,1910,707025,DFND,
SITEONE LANDSCAPE SUPPLY INC,82982L103,3753,499562,SOLE,
NOVO-NORDISK A S,670100205,12400,455700,SOLE,
