Company,CUSIP,Shares,Value,Discretion,PutCall
ATS CORP,00217Y104,2486400,68282019,DFND,
BANK OF NOVA SCOTIA,064149107,359100,26488048,DFND,
BERKSHIRE HATHAWAY INC,084670108,1,753250,DFND,
BLACKBERRY LTD,09228F103,34980220,132225232,DFND,
BRIGHTSTAR LOTTERY PLC,G4863A108,36633,566713,DFND,
CANADIAN NATIONAL RAILWAY CO,136375102,19800,1960139,DFND,
CAPRI HOLDINGS LTD,G1890L107,78100,1905640,DFND,
CLEVELAND-CLIFFS INC,185899101,14899273,197713353,DFND,
COLLIERS INTL GROUP INC,194693107,22000,3191465,DFND,
CVS HEALTH CORP,126650100,2712000,215197200,DFND,
GARRETT MOTION INC,366505105,260460,4539818,DFND,
GENERAL MOTORS CO,37045V100,375965,30577233,DFND,
HELMERICH & PAYNE INC,423452101,1174105,33661590,DFND,
JOHNSON & JOHNSON,478160104,73400,15190130,DFND,
KENNEDY-WILSON HOLDINGS INC,489398107,13322009,128823827,DFND,
KRAFT HEINZ CO,500754106,5119000,124084560,DFND,
LULULEMON ATHLETICA INC,550021109,12500,2596625,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,125000,316250,DFND,
MERCK & CO INC,58933Y105,172900,18201183,DFND,
MOLSON COORS BEVERAGE CO,60871R209,1338500,62494565,DFND,
OCCIDENTAL PETROLEUM CORP,674599105,6050418,248732684,DFND,
ORLA MINING LTD,68634K106,31817229,423610745,DFND,
PENN ENTERTAINMENT INC,707569109,54900,809226,DFND,
PFIZER INC,717081103,890900,22183410,DFND,
PRIORITY TECH HOLDINGS INC,74275G107,70500,383520,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,93700,28465123,DFND,
UNDER ARMOUR INC,904311107,41958923,208535847,DFND,
UNDER ARMOUR INC,904311206,9457355,45395304,DFND,
VANGUARD INDEX FUNDS,922908363,58248,36524408,DFND,
