Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,3055,380164,SOLE,
ADOBE INC,00724F101,17288,3544386,SOLE,
AIR PRODUCTS AND CHEMICALS I,009158106,1306,382893,SOLE,
AKAMAI TECHNOLOGIES INC,00971T101,16387,1937107,SOLE,
ALPHABET INC,02079K107,1030,363930,SOLE,
ALPHABET INC,02079K305,4,1429,SOLE,
BAXTER INTL INC,071813109,236032,5032202,SOLE,
BECTON DICKINSON & CO,075887109,15238,2305967,SOLE,
BIOGEN INC,09062X103,23993,5183928,SOLE,
BLACKROCK INC,09290D101,343,329815,SOLE,
BOEING CO,097023105,21574,4670124,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,45235,2606441,SOLE,
BROWN FORMAN CORP,115637209,172514,4597498,SOLE,
CARMAX INC,143130102,91385,4833353,SOLE,
CLOROX CO DEL,189054109,3531,336999,SOLE,
COMCAST CORP NEW,20030N101,100843,2475696,SOLE,
CONAGRA BRANDS INC,205887102,180728,2432599,SOLE,
CONSTELLATION BRANDS INC,21036P108,15651,2176898,SOLE,
COSTAR GROUP INC,22160N109,10745,304298,SOLE,
CVS HEALTH CORP,126650100,55475,5738889,SOLE,
DIAGEO PLC,25243Q205,27492,2209807,SOLE,
DISNEY WALT CO,254687106,25385,2443306,SOLE,
DUPONT DE NEMOURS INC,26614N201,37745,5119732,SOLE,
EQUIFAX INC,294429105,12541,1990508,SOLE,
FISERV INC,337738108,78456,3848267,SOLE,
GSK PLC,37733W204,92383,4842717,SOLE,
HERSHEY CO,427866108,10608,1861174,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,62875,4980958,SOLE,
INTUIT,461202103,1203,313983,SOLE,
ISHARES TR,464287200,1589,1189986,SOLE,
ISHARES TR,464287465,31743,3297474,SOLE,
ISHARES TR,464287499,2007,221456,SOLE,
KRAFT HEINZ CO,500754106,196494,4641188,SOLE,
LAUDER ESTEE COS INC,518439104,50226,3965343,SOLE,
MEDTRONIC PLC,G5960L103,5707,446459,SOLE,
MICROSOFT CORP,594918104,10296,3840614,SOLE,
NIKE INC,654106103,78213,3210644,SOLE,
ORACLE CORP,68389X105,11496,1684739,SOLE,
PFIZER INC,717081103,174610,4204609,SOLE,
PRICE T ROWE GROUP INC,74144T108,3610,410421,SOLE,
RTX CORPORATION,75513E101,1935,367128,SOLE,
SALESFORCE INC,79466L302,13658,2139662,SOLE,
SERVICENOW INC,81762P102,3415,339041,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,5608,2678213,SOLE,
THE CAMPBELLS COMPANY,134429109,161043,3586428,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,750,376020,SOLE,
UNITED PARCEL SVCS INC,911312106,22316,2398970,SOLE,
UNITEDHEALTH GROUP INC,91324P102,5405,2246480,SOLE,
US BANCORP,902973304,41252,2491621,SOLE,
VEEVA SYS INC,922475108,14008,2486000,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,57263,2424515,SOLE,
WARNER BROS DISCOVERY INC,934423104,189986,5065027,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,7106,2551054,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,53943,4643953,SOLE,
