Company,CUSIP,Shares,Value,Discretion,PutCall
AAON INC,000360206,204779,25978264,SOLE,
ALPHABET INC,02079K305,310118,110826870,DFND,
ALPHABET INC C,02079K107,605460,213927182,DFND,
AMETEK INC,031100100,598781,144869075,DFND,
AMERICAN EXPRESS CO,025816109,46702,15753986,SOLE,
ANALOG DEVICES INC,032654105,93310,37059933,DFND,
APPLE INC,037833100,12995,3760233,DFND,
ARISTA NETWORKS INC,040413205,339892,57740853,SOLE,
AUTOMATIC DATA PROC INC,053015103,654556,146587816,DFND,
BANK OZK LITTLE ROCK ARK,06417N103,1198116,62409862,DFND,
BERKSHIRE HATHAWAY INC DEL,084670702,248447,124320394,DFND,
BERKSHIRE HATHAWAY INC DEL,084670108,9,6739650,DFND,
BOOKING HOLDINGS INC.,09857L108,522664,93159631,DFND,
BRIGHT HORIZONSFAMILY SOLUTION,109194100,1080793,76606608,DFND,
BROWN & BROWN,115236101,753288,48323425,DFND,
BUILDERS FIRSTSOURCE INC,12008R107,91464,8184199,SOLE,
COPART INC,217204106,8274,233244,SOLE,
DISNEY WALT CO,254687106,515567,49623324,DFND,
FERGUSON ENTERPRISES INC,31488V107,37380,8871395,SOLE,
FIVE BELOW INC,33829M101,598122,107536354,DFND,
FLOOR & DECOR HLDGS INC,339750101,229867,13644905,DFND,
HAWKINS INC,420261109,94954,13492963,SOLE,
HEICO CORP NEW,422806208,735248,189627812,DFND,
INSTALLED BLDG PRODS INC,45780R101,397662,91398634,DFND,
INVESCO QQQ TR,46090E103,391,287932,SOLE,
ISHARES TR,464288752,11662,1218446,DFND,
JPMORGAN CHASE & CO,46625H100,47876,15671251,DFND,
KEYSIGHT TECHNOLOGIES INC,49338L103,143072,50085215,DFND,
KINSALE CAPITAL GROUP IN,49714P108,240731,79395491,DFND,
LITTELFUSE INC,537008104,74125,33751336,DFND,
LULULEMON ATHLETICA INC,550021109,128803,14706727,DFND,
MARKEL CORP,570535104,30877,60303090,DFND,
MASTERCARD INCORPORATED,57636Q104,28816,14799898,DFND,
MEDPACE HOLDINGS INC,58506Q109,253931,134479318,DFND,
META PLATFORMS INC,30303M102,302888,170613782,DFND,
MICROSOFT CORP,594918104,1787,666587,DFND,
MSA SAFETY INC,553498106,166305,29033527,DFND,
NVR INC,62944T105,13238,90195789,DFND,
NEW YORK TIMES CO-A-,650111107,484424,33899992,DFND,
PROGRESSIVE CORP,743315103,542292,118463687,DFND,
RESMED INC,761152107,387665,75548155,DFND,
SCHWAB CHARLES CORP,808513105,1681567,155158187,DFND,
SPDR GOLD TR,78463V107,3876,25033146,SOLE,
SPDR S&P 500 ETF,78462F103,2294,1713090,DFND,
SUNBELT RENTALS HOLDINGS,866966104,246369,21593757,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3655,1745518,DFND,
TWFG INC,87318A101,652452,15691471,DFND,
VISA INC,92826C839,389900,133770791,DFND,
VEEVA SYSTEMS INC CL-A,922475108,94956,16851841,DFND,
WATSCO INC,942622200,65975,27493762,SOLE,
YUM CHINA HLDGS INC,98850P109,36036,1472791,SOLE,
