Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1493749,273983440,SOLE,
ALPHABET INC,02079K305,2775840,505619256,SOLE,
AMERICAN EXPRESS CO,025816109,932,215805,SOLE,
ATAI LIFE SCIENCES NV,N0731H103,42112,56009,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,138,84489258,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,438921,178553063,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,4700,650527,SOLE,
CAPITAL ONE FINL CORP,14040H105,2823544,390919667,SOLE,
CARMAX INC,143130102,3797441,278504323,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,454226,135795405,SOLE,
CREDIT ACCEP CORP MICH,225310101,708927,364870548,SOLE,
ELEVANCE HEALTH INC,036752103,1024071,554903112,SOLE,
EQUITABLE HLDGS INC,29452E101,40889,1670725,SOLE,
EXPEDITORS INTL WASH INC,302130109,102132,12745052,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,450,203544,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,3427,1018779,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,5108459,699296953,SOLE,
ISHARES TR,464288703,6380,369466,SOLE,
JACOBS SOLUTIONS INC,46982L108,2575459,359817377,SOLE,
LIBERTY BROADBAND CORP,530307305,2566228,140680619,SOLE,
LIBERTY BROADBAND CORP,530307107,723182,39485737,SOLE,
LIBERTY MEDIA CORP DEL,531229755,6179575,443940668,SOLE,
LIBERTY MEDIA CORP DEL,531229771,813312,52239030,SOLE,
LITHIA MTRS INC,536797103,2724,687674,SOLE,
META PLATFORMS INC,30303M102,577470,291171923,SOLE,
MICRON TECHNOLOGY INC,595112103,2162,284368,SOLE,
MICROSOFT CORP,594918104,649,290071,SOLE,
MOHAWK INDS INC,608190104,10790,1225636,SOLE,
NETFLIX INC,64110L106,615,415051,SOLE,
RIMINI STR INC DEL,76674Q107,28371,87099,SOLE,
S&P GLOBAL INC,78409V104,531,236826,SOLE,
SCHWAB CHARLES CORP,808513105,7785057,573680850,SOLE,
SENDAS DISTRIBUIDORA S A,81689T104,138282,1286023,SOLE,
SINCLAIR INC,829242106,17959,239393,SOLE,
STELLANTIS N.V,N82405106,45164,896505,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3023723,525553295,SOLE,
UNITEDHEALTH GROUP INC,91324P102,983826,501023229,SOLE,
