Company,CUSIP,Shares,Value,Discretion,PutCall
ASML HOLDING N V,N07059210,111470,107913,SOLE,
ALPHABET INC,02079K107,550874,134165,SOLE,
AMAZON.COM INC,023135106,540451,118667,SOLE,
CCC INTELLIGENT SOLUTION HOLDINGS INC,12510Q100,3664500,33384,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,160480,44149,SOLE,
META PLATFORMS INC,30303M102,101655,74653,SOLE,
ILLUMINA INC COM,452327109,390600,37095,SOLE,
LAM RESEARCH CORP,512807306,427890,57294,SOLE,
MICROSOFT CORP,594918104,385178,199503,SOLE,
TRANSDIGM GROUP INC,893641100,56964,75080,SOLE,
TRANSUNION COM,89400J107,430470,36065,SOLE,
