Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,250000,28352500,DFND,Call
ASML HOLDING N V,N07059210,25000,20034750,DFND,Call
BRUKER CORP,116794108,250000,10300000,DFND,
JD.COM INC,47215P106,1000000,32640000,DFND,Call
LAUDER ESTEE COS INC,518439104,500000,40400000,DFND,Call
LAUDER ESTEE COS INC,518439104,150000,12120000,DFND,
LULULEMON ATHLETICA INC,550021109,50000,11879000,DFND,
LULULEMON ATHLETICA INC,550021109,400000,95032000,DFND,Call
MERCADOLIBRE INC,58733R102,3000,7840890,DFND,
META PLATFORMS INC,30303M102,100000,73809000,DFND,Call
REGENERON PHARMACEUTICALS,75886F107,15000,7875000,DFND,
REGENERON PHARMACEUTICALS,75886F107,200000,105000000,DFND,Call
UNITEDHEALTH GROUP INC,91324P102,20000,6239400,DFND,
UNITEDHEALTH GROUP INC,91324P102,350000,109189500,DFND,Call
V F CORP,918204108,1500000,17625000,DFND,Call
