Company,CUSIP,Shares,Value,Discretion,PutCall
ATS CORP,00217Y104,2486400,69352987,DFND,
BANK NOVA SCOTIA,064149107,359100,24822057,DFND,
BERKSHIRE HATHAWAY INC,084670108,1,718176,DFND,
BLACKBERRY LTD,09228F103,34980220,113335913,DFND,
BRIGHTSTAR LOTTERY PLC,G4863A108,68733,874971,DFND,
CANADIAN NATIONAL RAILWAY CO,136375102,24800,2532690,DFND,
CAPRI HOLDINGS LTD,G1890L107,78100,1377684,DFND,
CLEVELAND-CLIFFS INC,185899101,14899273,125749864,DFND,
COLLIERS INTL GROUP INC,194693107,25000,2606499,DFND,
CVS HEALTH CORP,126650100,2712000,194775840,DFND,
GARRETT MOTION INC,366505105,184460,3351638,DFND,
GENERAL MOTORS CO,37045V100,375965,28009392,DFND,
HELMERICH & PAYNE INC,423452101,1174105,42303003,DFND,
JOHNSON & JOHNSON,478160104,73400,17937492,DFND,
KENNEDY-WILSON HOLDINGS INC,489398107,13322009,144277357,DFND,
KRAFT HEINZ CO,500754106,5268200,118429136,DFND,
LULULEMON ATHLETICA INC,550021109,12500,1912125,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,125000,348750,DFND,
MERCK & CO INC,58933Y105,172900,20799870,DFND,
MOLSON COORS BEVERAGE CO,60871R209,1438500,61941810,DFND,
ORLA MINING LTD,68634K106,31817229,501579333,DFND,
PENN ENTERTAINMENT INC,707569109,54900,825147,DFND,
PFIZER INC,717081103,990900,27814563,DFND,
PRIORITY TECH HOLDINGS INC,74275G107,70500,332760,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,93700,31679970,DFND,
WENDYS CO,95058W100,3268902,22751558,DFND,
UNDER ARMOUR INC,904311107,43000872,253705145,DFND,
UNDER ARMOUR INC,904311206,21999128,126934969,DFND,
WARNER BROS DISCOVERY INC,934423104,57900,1588776,DFND,
