Company,CUSIP,Shares,Value,Discretion,PutCall
3M Company,88579Y101,2000,310360,SOLE,
Abbott Labs,002824100,1800,241092,SOLE,
Abbvie,00287Y109,101632,23531873,SOLE,
Adobe,00724F101,16374,5775929,SOLE,
Alphabet Class A,02079K305,50265,12219422,SOLE,
Alphabet Class C,02079K107,6125,1491744,SOLE,
Amazon.com,023135106,75004,16468628,SOLE,
American Express,025816109,57650,19149024,SOLE,
American Tower,03027X100,1221,234823,SOLE,
Amgen,031162100,72530,20467966,SOLE,
Amphenol,032095101,81701,10110499,SOLE,
Apple,037833100,53411,13600082,SOLE,
Applied Materials,038222105,1200,245688,SOLE,
Arthur J. Gallagher,363576109,24387,7553629,SOLE,
Axsome Therapeutics,05464T104,17419,2115538,SOLE,
BWX Technologies,05605H100,15653,2885944,SOLE,
Berkshire Hathaway B,084670702,24624,12379470,SOLE,
Blackstone Group,09260D107,137060,23416701,SOLE,
Bloom Energy,093712107,36631,3097884,SOLE,
Broadcom Limited,11135F101,94312,31114472,SOLE,
CCC Intel Solutions,12510Q100,167850,1529114,SOLE,
CNA Financial,126117100,502616,23351539,SOLE,
Casey's General Stores,147528103,17864,10098876,SOLE,
Chevron,166764100,130794,20311000,SOLE,
Constellation Energy Group,21037T109,19340,6364214,SOLE,
Constellation Software,21037X100,2287,6207069,SOLE,
Cooper Companies,216648501,16316,1118625,SOLE,
Copart,217204106,142329,6400535,SOLE,
Costco,22160K105,628,581296,SOLE,
Danaher,235851102,1871,370944,SOLE,
Dynatrace,268150109,56636,2744014,SOLE,
EOG Resources,26875P101,152761,17127563,SOLE,
Eaton,G29183103,29150,10909388,SOLE,
Edwards Lifesciences,28176E108,2994,232843,SOLE,
Eli Lilly,532457108,398,303674,SOLE,
Enbridge,29250N105,11845,597699,SOLE,
Entegris,29362U104,22147,2047712,SOLE,
Equinix,29444U700,21019,16462922,SOLE,
Evolv Technologies,30049H102,164807,1244293,SOLE,
FTI Consulting,302941109,9361,1513206,SOLE,
Fabrinet,G3323L100,6740,2457539,SOLE,
Fiserv,337738108,45561,5874180,SOLE,
Halozyme Therapeutics,40637H109,38121,2795794,SOLE,
Home Depot,437076102,58013,23506287,SOLE,
Honeywell,438516106,1245,262073,SOLE,
Huron Consulting Group,447462102,5400,792558,SOLE,
JP Morgan,46625H100,38859,12257294,SOLE,
Jack Henry & Associates,426281101,12690,1889922,SOLE,
Johnson & Johnson,478160104,4221,782658,SOLE,
KLA,482480100,7059,7613837,SOLE,
Krystal Biotech,501147102,11901,2100884,SOLE,
Lennar Corp Cl B,526057302,135369,16242926,SOLE,
Lonza Group ADR,54338V101,97095,6470411,SOLE,
Marsh McLennan,571748102,70015,14110123,SOLE,
Mettler Toledo,592688105,1671,2051336,SOLE,
Microsoft,594918104,35530,18402764,SOLE,
Monolithic Power Systems,609839105,3957,3642972,SOLE,
Morgan Stanley,617446448,39732,6315799,SOLE,
Motorola Solutions,620076307,566,258826,SOLE,
NVIDIA,67066G104,3055,570002,SOLE,
Natera,632307104,11900,1915543,SOLE,
NextEra Energy,65339F101,238438,17999685,SOLE,
Northrop Grumman Corp,666807102,887,540467,SOLE,
O'Reilly Automotive,67103H107,66258,7143275,SOLE,
PTC Inc,69370C100,1136,230631,SOLE,
PepsiCo,713448108,122623,17221174,SOLE,
Pfizer,717081103,752997,19186364,SOLE,
Phillips 66,718546104,208850,28407777,SOLE,
Pool,73278L105,5294,1641511,SOLE,
ProLogis,74340W103,150036,17182070,SOLE,
Qualys,74758T303,11477,1518751,SOLE,
RBC Bearings,75524B104,8661,3380302,SOLE,
RTX,75513E101,1689,282620,SOLE,
Rocket Lab USA,773122106,9000,431190,SOLE,
Rolls-Royce,775781206,25000,405000,SOLE,
Royalty Pharma Plc,G7709Q104,702883,24797712,SOLE,
Ryan Specialty Holdings,78351F107,46228,2605410,SOLE,
SBA Communications,78410G104,7594,1468300,SOLE,
SPS Commerce,78463M107,13156,1370066,SOLE,
Sapiens,G7T16G103,58442,2513006,SOLE,
ServiceNow,81762P102,8284,7623600,SOLE,
Sherwin-Williams,824348106,12054,4173818,SOLE,
Taiwan Semiconductor,874039100,27661,7725441,SOLE,
Tesla,88160R101,1850,822732,SOLE,
Texas Instruments,882508104,114321,21004197,SOLE,
Tradeweb Markets,892672106,15615,1732953,SOLE,
Tyler Technologies,902252105,9693,5070990,SOLE,
Union Pacific,907818108,850,200915,SOLE,
United Rentals,911363109,660,630076,SOLE,
UnitedHealth Group,91324P102,57106,19718702,SOLE,
Vanguard Growth Index,922908736,8658,4152463,SOLE,
Vanguard Total Stock Fund,922908769,739,242372,SOLE,
Veeva Systems,922475108,21883,6519165,SOLE,
Verisk Analytics,92345Y106,17579,4421294,SOLE,
Vertex Pharmaceuticals,92532F100,16255,6366108,SOLE,
Visa,92826C839,20120,6868566,SOLE,
Wells Fargo,949746101,3000,251460,SOLE,
iShares Russell 1000 Growth,464287614,1138,533051,SOLE,
Hewlett Packard Ent Ser C Conv,42824C208,359360,24400544,SOLE,
