Company,CUSIP,Shares,Value,Discretion,PutCall
EASTMAN CHEM CO,277432100,367257,36806497,SOLE,
HUNTSMAN CORP,447011107,200000,5206000,SOLE,
TIMKEN CO,887389104,155049,13555934,SOLE,
FLOWSERVE CORP,34354P105,445882,20367890,SOLE,
WESCO INTL INC,95082P105,200400,34324512,SOLE,
TEREX CORP NEW,880779103,473838,30515167,SOLE,
WEATHERFORD INTL PLC,G48833118,293701,33898969,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,1407000,19318110,SOLE,
ASHLAND INC,044186104,90012,8764468,SOLE,
PATTERSON-UTI ENERGY INC,703481101,1640000,19581600,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,120000,5436000,SOLE,
