Company,CUSIP,Shares,Value,Discretion,PutCall
CARVANA CO,146869102,547514,114474227,SOLE,
CREDIT ACCEP CORP MICH,225310101,128929,66572489,SOLE,
DEERE & CO,244199105,5001,2347219,SOLE,
H WORLD GROUP LTD,44332N106,659652,24413721,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,212480,35184563,SOLE,
META PLATFORMS INC,30303M102,142988,82412564,SOLE,
MICROSOFT CORP,594918104,11500,4316985,SOLE,
PAYCOM SOFTWARE INC,70432V102,12395,2708060,SOLE,
PDD HOLDINGS INC,722304102,335569,39714591,SOLE,
WIX COM LTD,M98068105,338000,55222440,SOLE,
YUM CHINA HLDGS INC,98850P109,492265,25627316,SOLE,
