Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,3473243,421721165,SOLE,
AMERICAN TOWER CORP NEW,03027X100,442843,85167566,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,13985,7030819,SOLE,
BROOKFIELD CORP,11271J107,19215941,1317829230,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,16270128,148220866,SOLE,
CARMAX INC,143130102,150600,6757422,SOLE,
COPART INC,217204106,4236760,190527097,SOLE,
COSTAR GROUP INC,22160N109,9306485,785188139,SOLE,
DANAHER CORPORATION,235851102,874831,173443994,SOLE,
FAIR ISAAC CORP,303250104,260849,390368354,SOLE,
GOOSEHEAD INS INC,38267D109,366125,27247022,SOLE,
KKR & CO L P DEL,48251w104,8713264,1132288599,SOLE,
MASTERCARD INCORPORATED,57636Q104,3155594,1794933423,SOLE,
MOODYS CORP,615369105,2118949,1009636820,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,8612428,928505863,SOLE,
ROPER TECHNOLOGIES INC,776696106,1156673,576821258,SOLE,
SOPHIA GENETICS SA,H82027105,3719140,17703106,SOLE,
VERISK ANALYTICS INC,92345Y106,8279,2082251,SOLE,
VISA INC,92826C839,2973760,1015182189,SOLE,
