Company,CUSIP,Shares,Value,Discretion,PutCall
CBRE GROUP INC,12504L109,214945,30118093,SOLE,
CENTERPOINT ENERGY INC,15189T107,884095,32481650,SOLE,
CHARLES RIV LABS INTL INC,159864107,2513,381297,OTR,
CHARLES RIV LABS INTL INC,159864107,34748,5272314,OTR,
CHARLES RIV LABS INTL INC,159864107,1378087,209097141,SOLE,
CHECK POINT SOFTWARE TECH LT,M22465104,493547,109197274,SOLE,
CHEVRON CORP NEW,166764100,37763,5407284,SOLE,
CORE LABORATORIES INC,21867A105,403684,4650440,OTR,
CORE LABORATORIES INC,21867A105,12572779,144838414,SOLE,
CREDICORP LTD,G2519Y108,147208,32903932,SOLE,
CVS HEALTH CORP,126650100,1164574,80332315,SOLE,
D R HORTON INC,23331A109,144643,18647376,SOLE,
DISNEY WALT CO,254687106,172170,21350802,SOLE,
DUN & BRADSTREET HLDGS INC,26484T106,19393,176282,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,17591,343728,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,237106,4633051,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,12100969,236452934,SOLE,
FAIR ISAAC CORP,303250104,224,409463,OTR,
FIRST AMERN FINL CORP,31847R102,9612,590081,OTR,
FIRST AMERN FINL CORP,31847R102,150708,9251964,OTR,
FIRST AMERN FINL CORP,31847R102,3343749,205272751,SOLE,
FIRST SOLAR INC,336433107,307292,50869118,SOLE,
FISERV INC,337738108,5405,931876,OTR,
FISERV INC,337738108,177381,30582258,SOLE,
GCM GROSVENOR INC,36831E108,4452562,51471617,SOLE,
GENERAC HLDGS INC,368736104,3901,558662,OTR,
GENERAC HLDGS INC,368736104,59253,8485622,OTR,
GENERAC HLDGS INC,368736104,1741441,249391766,SOLE,
GENTEX CORP,371901109,17192,378052,OTR,
GENTEX CORP,371901109,256509,5640633,OTR,
GENTEX CORP,371901109,7085571,155811706,SOLE,
GILEAD SCIENCES INC,375558103,368861,40895619,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,484,342551,OTR,
GOLDMAN SACHS GROUP INC,38141G104,36054,25517219,SOLE,
HACKETT GROUP INC,404609109,7659,194692,OTR,
HACKETT GROUP INC,404609109,515572,13105840,SOLE,
INTEL CORP,458140100,1410999,31606378,SOLE,
INTERCORP FINL SVCS INC,P5626F128,28734,1095627,SOLE,
INTERPUBLIC GROUP COS INC,460690100,9362,229182,OTR,
INTERPUBLIC GROUP COS INC,460690100,274619,6722673,OTR,
INTERPUBLIC GROUP COS INC,460690100,2896677,70910653,SOLE,
ISHARES TR,464287630,21467,3386634,SOLE,
JANUS HENDERSON GROUP PLC,G4474Y214,2036989,79116653,SOLE,
JOHNSON & JOHNSON,478160104,31163,4760148,SOLE,
JONES LANG LASALLE INC,48020Q107,2330,595967,OTR,
JONES LANG LASALLE INC,48020Q107,37164,9505808,OTR,
JONES LANG LASALLE INC,48020Q107,964596,246724365,SOLE,
KASPI KZ JSC,48581R205,11009,934554,SOLE,
KB FINL GROUP INC,48241A105,52122,4304756,SOLE,
KENNAMETAL INC,489170100,16813,386026,OTR,
KENNAMETAL INC,489170100,305482,7013867,OTR,
KENNAMETAL INC,489170100,4648903,106738813,SOLE,
KEYSIGHT TECHNOLOGIES INC,49338L103,2525,413747,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,39247,6431013,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,220989,36211258,SOLE,
KKR & CO INC,48251W104,4209,559923,OTR,
KKR & CO INC,48251W104,297900,39629637,SOLE,
KNOWLES CORP,49926D109,20579,362602,OTR,
KNOWLES CORP,49926D109,4622985,81456996,SOLE,
KORN FERRY,500643200,3116,228496,OTR,
KORN FERRY,500643200,568460,41685172,SOLE,
LABCORP HOLDINGS INC,504922105,1339,351501,OTR,
LABCORP HOLDINGS INC,504922105,28543,7492823,OTR,
LABCORP HOLDINGS INC,504922105,335516,88076305,SOLE,
LAZARD INC,52110M109,8758,420209,OTR,
LAZARD INC,52110M109,156496,7508678,OTR,
LAZARD INC,52110M109,5588743,268147889,SOLE,
LESLIES INC,527064109,89927,37760,OTR,
LESLIES INC,527064109,2208756,927457,OTR,
LESLIES INC,527064109,58604723,24608123,SOLE,
LINDBLAD EXPEDITIONS HLDGS I,535219109,87072,1016130,OTR,
LINDBLAD EXPEDITIONS HLDGS I,535219109,6804981,79414128,SOLE,
LITTELFUSE INC,537008104,1437,325811,OTR,
LITTELFUSE INC,537008104,292564,66333036,SOLE,
LOCKHEED MARTIN CORP,539830109,12710,5886509,SOLE,
M & T BK CORP,55261F104,1704,330559,OTR,
M & T BK CORP,55261F104,2590,502434,SOLE,
MADISON SQUARE GARDEN ENTMT,558256103,7918,316482,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,197295,7885881,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,7690795,307401076,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,1464,305903,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,26488,5534668,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,729885,152509471,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,21221,377946,OTR,
MANCHESTER UTD PLC NEW,G5784H106,293153,5221055,OTR,
MANCHESTER UTD PLC NEW,G5784H106,8710060,155126169,SOLE,
MASCO CORP,574599106,3741,240771,OTR,
MASCO CORP,574599106,88711,5709440,OTR,
MASCO CORP,574599106,309472,19917618,SOLE,
MATTEL INC,577081102,23014,453836,OTR,
MATTEL INC,577081102,495095,9763273,OTR,
MATTEL INC,577081102,13702677,270216790,SOLE,
MGP INGREDIENTS INC NEW,55303J106,719144,21552746,SOLE,
MICROSOFT CORP,594918104,213138,106016973,SOLE,
MIDDLEBY CORP,596278101,3457,497808,OTR,
MIDDLEBY CORP,596278101,48035,6917040,OTR,
MIDDLEBY CORP,596278101,883115,127168560,SOLE,
MOHAWK INDS INC,608190104,2160,226454,OTR,
MOHAWK INDS INC,608190104,52924,5548552,OTR,
MOHAWK INDS INC,608190104,1661485,174190087,SOLE,
MOLSON COORS BEVERAGE CO,60871R209,467331,22473948,SOLE,
MOSAIC CO NEW,61945C103,148340,5411443,SOLE,
MOTOROLA SOLUTIONS INC,620076307,764,321231,OTR,
NETAPP INC,64110D104,344734,36731408,SOLE,
NORTHERN TR CORP,665859104,5630,713828,OTR,
NORTHERN TR CORP,665859104,90910,11526479,OTR,
NORTHERN TR CORP,665859104,1279824,162268885,SOLE,
NORWEGIAN CRUISE LINE HLDG L,G66721104,48150,976482,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,663891,13463709,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,11657336,236410774,SOLE,
NVENT ELECTRIC PLC,G6700G107,6303,461695,OTR,
NVENT ELECTRIC PLC,G6700G107,53817,3942095,OTR,
NVENT ELECTRIC PLC,G6700G107,873921,64014713,SOLE,
ONESPAWORLD HOLDINGS LIMITED,P73684113,64592,1317031,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,874549,17832054,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,12274015,250267166,SOLE,
ORACLE CORP,68389X105,31885,6971018,SOLE,
OWENS CORNING NEW,690742101,140449,19314546,SOLE,
PARAMOUNT GLOBAL,92556H206,13532,174563,OTR,
PARAMOUNT GLOBAL,92556H206,346382,4468328,OTR,
PARAMOUNT GLOBAL,92556H206,12003186,154841099,SOLE,
PHINIA INC,71880K101,1460,64955,OTR,
PHINIA INC,71880K101,138700,6170763,SOLE,
PRESTIGE CONSMR HEALTHCARE I,74112D101,6880,549368,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,109986,8782382,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,2085461,166524061,SOLE,
PROGRESSIVE CORP,743315103,785,209485,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,25847,570185,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,386832,8533514,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,8543530,188470272,SOLE,
SCHLUMBERGER LTD,806857108,1059263,35803089,SOLE,
SCHWAB CHARLES CORP,808513105,406048,37047820,SOLE,
SIMPSON MFG INC,829073105,1530,237624,OTR,
SIMPSON MFG INC,829073105,15277,2372671,OTR,
SIMPSON MFG INC,829073105,91806,14258390,SOLE,
SMUCKER J M CO,832696405,2298,225664,OTR,
SMUCKER J M CO,832696405,50408,4950066,OTR,
SMUCKER J M CO,832696405,1476232,144965982,SOLE,
SNAP ON INC,833034101,917,285352,OTR,
SNAP ON INC,833034101,9182,2857255,OTR,
SNAP ON INC,833034101,22906,7127889,SOLE,
SPHERE ENTERTAINMENT CO,55826T102,7657,320063,OTR,
SPHERE ENTERTAINMENT CO,55826T102,181802,7599324,OTR,
SPHERE ENTERTAINMENT CO,55826T102,6910778,288870520,SOLE,
STANLEY BLACK & DECKER INC,854502101,424573,28764821,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,30031,6801721,SOLE,
VAIL RESORTS INC,91879Q109,119332,18750637,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,33476,4302336,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,245539,13998178,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,1171161,50676136,SOLE,
WESTERN ALLIANCE BANCORP,957638109,259369,20225595,SOLE,
WEX INC,96208T104,2691,395281,OTR,
WEX INC,96208T104,45825,6731234,OTR,
WEX INC,96208T104,352570,51789007,SOLE,
ZEBRA TECHNOLOGIES CORPORATI,989207105,1405,433246,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,21198,6536615,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,316466,97585456,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,2820,257212,OTR,
ZIMMER BIOMET HOLDINGS INC,98956P102,250370,22836248,SOLE,
ZIMVIE INC,98888T107,206401,1929849,SOLE,
