Company,CUSIP,Shares,Value,Discretion,PutCall
Equity Residential,29476L107,105765,6256000,SOLE,
"Essex Property Trust, Inc.",297178105,16761,4056162,SOLE,
"Everest Group, Ltd.",G3223R108,140908,46055780,SOLE,
"Extra Space Storage, Inc.",30225T102,28135,3689343,SOLE,
Fermi Inc.,314911108,305730,1785463,SOLE,
Fifth Third Bancorp,316773100,2813525,130716372,SOLE,
"Fiserv, Inc.",337738108,588885,32859783,SOLE,
"Full Truck Alliance Co. Ltd., ADR",35969L108,28763191,238734483,SOLE,
"Healthpeak Properties, Inc.",42250P103,645206,10600735,SOLE,
"Hudson Pacific Properties, Inc.",444097406,322176,1904060,SOLE,
IAC Inc.,44891N208,2413247,96602764,SOLE,
iShares S&P 500 Value Index Fund,464287408,11624,2454408,SOLE,
"Janus Living, Inc.",471024109,10000,235700,SOLE,
"JBS N.V., Class A",N4732M103,26244660,471354100,SOLE,
"JD.com Inc., Class A, ADR",47215P106,283418,8380670,SOLE,
Johnson Controls International plc,G51502105,193880,25389044,SOLE,
"Jones Lang LaSalle, Inc.",48020Q107,12395,3772046,SOLE,
JPMorgan Chase & Co.,46625H100,556452,163685995,SOLE,
"KE Holdings Inc., Class A, ADR",482497104,1851804,27721505,SOLE,
Lam Research Corp.,512807306,2780,593975,SOLE,
Loews Corp.,540424108,614097,65548714,SOLE,
LyondellBasell Industries N.V.,N53745100,5596588,450862358,SOLE,
M & T Bank Corp,55261F104,60305,12466250,SOLE,
"Markel Group, Inc",570535104,383433,733959392,SOLE,
"Meta Platforms, Inc., Class A",30303M102,1719156,983589944,SOLE,
MGM Resorts International,552953101,24295338,899170639,SOLE,
Microsoft Corp.,594918104,78489,29055340,SOLE,
"Mid-America Apartment Communities, Inc.",59522J103,48020,5864202,SOLE,
NetEase Inc. - ADR,64110W102,422712,47318692,SOLE,
"Noah Holdings Ltd., Class A, ADS",65487X102,1021585,10113691,SOLE,
NVIDIA Corp.,67066G104,113556,19804679,SOLE,
Oracle Corporation,68389X105,80414,11830222,SOLE,
Owens Corning,690742101,2100935,227364957,SOLE,
"Pinterest, Inc., Class A",72352L106,12400101,227418012,SOLE,
"PNC Financial Services Group, Inc.",693475105,541922,112768549,SOLE,
"Prologis, Inc.",74340W103,182586,24134217,SOLE,
"Public Storage, Inc.",74460D109,41260,11176509,SOLE,
Quest Diagnostics Inc.,74834L100,1617813,317062477,SOLE,
Realty Income Corp.,756109104,94910,5806594,SOLE,
Regency Centers Corporation,758849103,138630,10488746,SOLE,
RenaissanceRe Holdings Ltd,G7496G103,257190,76444584,SOLE,
"Restaurant Brands International, Inc.",76131D103,3599127,265976460,SOLE,
"Rexford Industrial Realty, Inc.",76169C100,209610,6860535,SOLE,
"Rocket Companies, Inc., Class A",77311W101,4823570,68735873,SOLE,
SAP SE - ADR,803054204,317422,54346905,SOLE,
"Sea Ltd., Class A, ADR",81141R100,1849831,153184692,SOLE,
"Simon Property Group, Inc.",828806109,50458,9411931,SOLE,
Solventum Corp.,83444M101,6330325,413371240,SOLE,
State Street Corp.,857477103,152200,19262432,SOLE,
"Sun Communities, Inc.",866674104,43430,5470443,SOLE,
"Sunstone Hotel Investors, Inc.",867892101,889720,8016377,SOLE,
"Synopsys, Inc.",871607107,25913,10275383,SOLE,
"Taiwan Semiconductor Manufacturing, ADR",874039100,7200,2433240,SOLE,
"Teck Resources Ltd., Class B",878742204,10584663,547756837,SOLE,
Terreno Realty Corp.,88146M101,113507,6971600,SOLE,
"Texas Instruments, Inc.",882508104,2849671,553237789,SOLE,
"Trip.com Group Ltd., ADR",89677Q107,6555112,326379074,SOLE,
Truist Financial Corp.,89832Q109,224805,10334286,SOLE,
Tyson Foods Inc,902494103,13090689,838721144,SOLE,
U.S. Bancorp,902973304,22237960,1156596507,SOLE,
UnitedHealth Group Inc.,91324P102,1247476,337558972,SOLE,
"Vale S.A., ADR",91912E105,2931198,46635360,SOLE,
"Ventas, Inc.",92276F100,113870,9312289,SOLE,
Viatris Inc.,92556V106,78211191,1056633206,SOLE,
"VICI Properties, Inc.",925652109,220180,6015318,SOLE,
Wells Fargo & Co.,949746101,8190871,652075858,SOLE,
"Wesco International, Inc.",95082P105,381007,104251891,SOLE,
