Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,350000,176610000,SOLE,
ADVANCED MICRO DEVICES INC,007903107,1630000,294198700,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,11250000,814050000,SOLE,
ALPHABET INC,02079K107,2075000,315939500,SOLE,
AMAZON COM INC,023135106,3828000,690494640,SOLE,
ANTERO RESOURCES CORP,03674X106,2000000,58000000,SOLE,
ASML HOLDING N V,N07059210,80000,77637600,SOLE,
BAIDU INC,056752108,1800000,189504000,SOLE,
BOEING CO,097023105,225000,43422750,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2300000,100602000,SOLE,
CHESAPEAKE ENERGY CORP,165167172,250000,20352500,SOLE,
CHESAPEAKE ENERGY CORP,165167180,150000,10800000,SOLE,
CHESAPEAKE ENERGY CORP,165167735,203000,18032490,SOLE,
ENERGY TRANSFER L P,29273V100,8644428,135976852,SOLE,
EQT CORP,26884L109,2060000,76364200,SOLE,
FEDEX CORP,31428X106,600000,173844000,SOLE,
INTEL CORP,458140100,3750000,165637500,SOLE,
ISHARES TR,464287184,6375000,153446250,SOLE,
JD.COM INC,47215P106,3649863,99969748,SOLE,
KE HLDGS INC,482497104,1705000,23409650,SOLE,
KRANESHARES TRUST,500767306,3475000,91218750,SOLE,
LAM RESEARCH CORP,512807108,115000,111730550,SOLE,
LYFT INC,55087P104,467618,9048408,SOLE,
MACYS INC,55616P104,1400000,27986000,SOLE,
META PLATFORMS INC,30303M102,1122500,545063550,SOLE,
MICRON TECHNOLOGY INC,595112103,1215000,143236350,SOLE,
MICROSOFT COR,594918104,150000,63108000,SOLE,Put
MICROSOFT CORP,594918104,1400000,589008000,SOLE,
MPLX LP,55336V100,660000,27429600,SOLE,
NORFOLK SOUTHN CORP,655844108,45000,11469150,SOLE,
NVIDIA CORPORATION,67066G104,442000,399373520,SOLE,
ORACLE CORP,68389X105,2300000,288903000,SOLE,
PDD HOLDINGS INC,722304102,2100000,244125000,SOLE,
QUALCOMM INC,747525103,990000,167607000,SOLE,
SOUTHWESTERN ENERGY CO,845467109,4800000,36384000,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,500000,68025000,SOLE,
UBER TECHNOLOGIES INC,90353T100,1360000,104706400,SOLE,
UNITED PARCEL SERVICE INC,911312106,600000,89178000,SOLE,
UNITEDHEALTH GROUP INC,91324P102,200000,98940000,SOLE,
