Company,CUSIP,Shares,Value,Discretion
AFFILIATED MANAGERS GROUP IN,008252108,92489,15540927,SOLE
AFFILIATED MANAGERS GROUP IN,008252108,380444,63926005,DFND
AFFILIATED MANAGERS GROUP IN,008252108,6838,1148989,DFND
ALBERTSONS COS INC,013091103,1009046,22188921,SOLE
ALBERTSONS COS INC,013091103,4059129,89260247,DFND
ALPHABET INC,02079K107,6527,1019713,DFND
ATLANTA BRAVES HLDGS INC,047726302,1026,41050,SOLE
ATLANTA BRAVES HLDGS INC,047726302,849991,34008140,DFND
BIO RAD LABS INC,090572207,64308,15662856,SOLE
BIO RAD LABS INC,090572207,256521,62478255,DFND
BIO RAD LABS INC,090572207,2976,724835,DFND
BOSTON BEER INC,100557107,113,26989,SOLE
BOSTON BEER INC,100557107,106204,25365763,DFND
CARDINAL HEALTH INC,14149Y108,17581,2422135,DFND
CNH INDL N V,N20944109,554292,6806705,SOLE
CNH INDL N V,N20944109,3308474,40628061,DFND
CNX RES CORP,12653C108,724142,22795991,SOLE
CNX RES CORP,12653C108,4062036,127872894,DFND
DOLE PLC,G27907107,3604,52078,SOLE
DOLE PLC,G27907107,2349513,33950463,DFND
EMPIRE ST RLTY TR INC,292104106,2353,18400,SOLE
EMPIRE ST RLTY TR INC,292104106,1554665,12157480,DFND
ENOVIS CORPORATION,194014502,36583,1397837,DFND
FEDEX CORP,31428X106,73663,17957567,SOLE
FEDEX CORP,31428X106,309570,75466974,DFND
FEDEX CORP,31428X106,5481,1336157,DFND
FIDELITY NATL INFORMATION SV,31620M106,219554,16396292,SOLE
FIDELITY NATL INFORMATION SV,31620M106,1056963,78933997,DFND
FIDELITY NATL INFORMATION SV,31620M106,21166,1580677,DFND
GRAHAM HLDGS CO,384637104,9474,9103187,SOLE
GRAHAM HLDGS CO,384637104,44192,42462325,DFND
GRAHAM HLDGS CO,384637104,1491,1432642,DFND
H WORLD GROUP LTD,44332N106,316891,11728136,SOLE
H WORLD GROUP LTD,44332N106,588001,21761917,DFND
HDFC BANK LTD,40415F101,46922,3117498,SOLE
HENRY SCHEIN INC,806407102,15600,1068444,DFND
HF SINCLAIR CORP,403949100,524720,17252795,SOLE
HF SINCLAIR CORP,403949100,2143958,70493339,DFND
HOWARD HUGHES HOLDINGS INC,44267T102,331,24520,SOLE
HOWARD HUGHES HOLDINGS INC,44267T102,217064,16080101,DFND
HYATT HOTELS CORP,448579102,32144,3937640,SOLE
HYATT HOTELS CORP,448579102,349347,42795007,DFND
HYATT HOTELS CORP,448579102,9508,1164730,DFND
IAC INC,44891N208,501375,23033168,SOLE
IAC INC,44891N208,1954117,89772135,DFND
KRAFT HEINZ CO,500754106,465831,14175236,SOLE
KRAFT HEINZ CO,500754106,1996150,60742844,DFND
LAZARD INC,52110M109,22863,989968,DFND
LIVE NATION ENTERTAINMENT IN,538034109,14086,1839350,DFND
MADISON SQUARE GRDN SPRT COR,55825T103,4028,784332,DFND
MATTEL INC,577081102,855333,16619120,SOLE
MATTEL INC,577081102,5950281,115613959,DFND
MATTEL INC,577081102,33320,647407,DFND
MELCO RESORTS AND ENTMNT LTD,585464100,2388190,12585761,SOLE
MELCO RESORTS AND ENTMNT LTD,585464100,2673095,14087211,DFND
MGM RESORTS INTERNATIONAL,552953101,350228,10380755,SOLE
MGM RESORTS INTERNATIONAL,552953101,1561662,46287662,DFND
MGM RESORTS INTERNATIONAL,552953101,17073,506044,DFND
MILLICOM INTL CELLULAR S A,L6388F110,364581,11035867,SOLE
MILLICOM INTL CELLULAR S A,L6388F110,1653392,50048176,DFND
OSCAR HEALTH INC,687793109,3267,42830,SOLE
OSCAR HEALTH INC,687793109,2093518,27446021,DFND
PARK HOTELS & RESORTS INC,700517105,2587,27629,SOLE
PARK HOTELS & RESORTS INC,700517105,2308391,24653616,DFND
PAYPAL HLDGS INC,70450Y103,75785,4944971,SOLE
PAYPAL HLDGS INC,70450Y103,467763,30521536,DFND
PAYPAL HLDGS INC,70450Y103,27545,1797311,DFND
POTLATCHDELTIC CORPORATION,737630103,10262,463021,SOLE
POTLATCHDELTIC CORPORATION,737630103,810093,36551396,DFND
PVH CORPORATION,693656100,86917,5618315,SOLE
PVH CORPORATION,693656100,518769,33533228,DFND
REGENERON PHARMACEUTICALS,75886F107,22487,14261931,SOLE
REGENERON PHARMACEUTICALS,75886F107,92393,58598413,DFND
RXO INC,74982T103,53978,1030980,DFND
SHARKNINJA INC,G8068L108,545403,45492065,SOLE
SHENANDOAH TELECOMMUNICATION,82312B106,1377,17309,SOLE
SHENANDOAH TELECOMMUNICATION,82312B106,908441,11419103,DFND
TRIPADVISOR INC,896945201,2708,38372,SOLE
TRIPADVISOR INC,896945201,1725545,24450973,DFND
WESTROCK COFFEE CO,96145W103,5942,42901,SOLE
WESTROCK COFFEE CO,96145W103,4767743,34423104,DFND
WESTROCK COFFEE CO,96145W103,106242,767067,DFND
WHITE MTNS INS GROUP LTD,G9618E107,796,1532944,SOLE
WHITE MTNS INS GROUP LTD,G9618E107,17688,34063727,DFND
XPO INC,983793100,15980,1719128,DFND
