Company,CUSIP,Shares,Value,Discretion,PutCall
"Albertsons Companies, Inc.",013091103,4533158,77834323,SOLE,
"Applied Materials, Inc.",038222105,280589,72108567,SOLE,
BP PLC Sponsored ADR,055622104,1954785,67889683,SOLE,
Bank of America Corporation,060505104,1577921,86785655,SOLE,
"Berkshire Hathaway, Inc. C",084670702,210204,105659041,SOLE,
CSX Corporation,126408103,2401874,87067932,SOLE,
"Coterra Energy, Inc.",127097103,3269386,86050240,SOLE,
Citigroup Inc.,172967424,788969,92064793,SOLE,
The Walt Disney Company,254687106,958711,109072550,SOLE,
Huntington Ingalls Industries,446413106,204283,69470520,SOLE,
"Marvell Technology, Inc.",573874104,1014709,86229971,SOLE,
"Mohawk Industries, Inc.",608190104,650447,71093857,SOLE,
Newmont Corporation,651639106,88665,8853200,SOLE,
Public Service Enterprise,744573106,1361981,109367074,SOLE,
QUALCOMM Incorporated,747525103,588996,100747766,SOLE,
Southwest Airlines Co.,844741108,2520697,104180407,SOLE,
Teva Pharmaceutical Industries,881624209,4309906,134512166,SOLE,
"Warner Bros. Discovery, Inc",934423104,990615,28549525,SOLE,
Wells Fargo & Company,949746101,920055,85749126,SOLE,
The AES Corporation,00130H105,6898342,98922224,SOLE,
Alphabet Inc. Cl A,02079K305,349734,109466742,SOLE,
Barrick Mining Corporation,06849F108,1155678,50329777,SOLE,
Capital One Financial Corp,14040H105,365756,88644624,SOLE,
EQT Corporation,26884L109,1517587,81342663,SOLE,
Fidelity National Information Services,31620M106,1384040,91983298,SOLE,
GE HealthCare Technologies,36266G107,1017888,83487174,SOLE,
General Motors Company,37045V100,1066395,86719242,SOLE,
Incyte Corporation,45337C102,929832,91839507,SOLE,
"Kinder Morgan, Inc.",49456B101,3391203,93224170,SOLE,
"Kyndryl Holdings, Inc.",50155Q100,2974223,78995363,SOLE,
"Regeneron Pharmaceuticals, Inc.",75886F107,175887,135761899,SOLE,
"Salesforce, Inc.",79466L302,378539,100278767,SOLE,
"QXO, Inc.",82846H405,4002028,77199120,SOLE,
"Zimmer Biomet Holdings, Inc.",98956P102,850757,76500069,SOLE,
Willis Towers Watson PLC,G96629103,226119,74302703,SOLE,
Check Point Software Technologies,M22465104,424584,78785807,SOLE,
Flex Ltd.,Y2573F102,1018314,61526532,SOLE,
