Company,CUSIP,Shares,Value,Discretion,PutCall
HELMERICH & PAYNE,423452101,48214,1737150,SOLE,
HF SINCLAIR CORP,403949100,29714,1853856,SOLE,
IONIS PHARMACEUTICALS INC.,462222100,2275625,170876681,SOLE,
JAZZ PHARMACEUTICALS PLC,G50871105,60209,11382511,SOLE,
JOHNSON & JOHNSON,478160104,219490,53652136,SOLE,
KENVUE INC.,49177J102,40906,705219,SOLE,
KT CORP - ADR,48268K101,167181,3586032,SOLE,
LAMB WESTON HOLDINGS INC,513272104,25960,1097070,SOLE,
LKQ CORP,501889208,42646,1252513,SOLE,
MAGNUM ICE CREAM CO NV ADR,N5505D105,12047,180103,SOLE,
MATADOR RESOURCES CO.,576485205,28286,1787109,SOLE,
MOLSON COORS BREWING COMPANY,60871R209,31750,1367155,SOLE,
NOBLE CORP PLC,G65431127,54434,2671076,SOLE,
NOVARTIS AG AMERICAN DEPOSITORY SHARES,66987v109,71305,10891839,SOLE,
NUTRIEN LTD,67077M108,34137,2568684,SOLE,
ORION SA,L72967109,61120,397280,SOLE,
PHILLIPS 66,718546104,12367,2253020,SOLE,
PNC FINANCIAL SERVICES GROUP INC.,693475105,9415,1959167,SOLE,
PROGRESSIVE CORP,743315103,13711,2718069,SOLE,
PROSPECT CAPITAL CORP,74348T102,162953,422048,SOLE,
RESIDEO TECHNOLOGIES,76118Y104,73628,2482000,SOLE,
SEALED AIR CORPORATION,81211K100,509581,18013688,SOLE,
SIMMONS FIRS NATIONAL CORP-A,828730200,77193,1501404,SOLE,
SIRIUS XM HOLDINGS INC,829933100,46881,1082013,SOLE,
"STONEX GROUP, INC.",861896108,54035,4357882,SOLE,
TIDEWATER INC,88642R109,25919,2165532,SOLE,
TORM PLC-A,G89479102,92911,2592217,SOLE,
TOTALENERGIES SE ADR,F92124100,117603,10699521,SOLE,
TRUIST FINANCIAL CORP,89832Q109,557435,25625287,SOLE,
TYSON FOODS,902494103,26123,1673701,SOLE,
U-HAUL HOLDING CO - NON VOTING,023586506,463332,20697040,SOLE,
UNIFIRST CORP,904708104,101671,25579407,SOLE,
UNILEVER PLC SPONSORED ADR,904767803,51693,2944950,SOLE,
UNION PACIFIC CORP,907818108,19185,4654665,SOLE,
UNITED PARCEL SERVICE,911312106,15515,1526366,SOLE,
UNITEDHEALTH GROUP,91324P102,3667,992254,SOLE,
US BANCORP,902973304,184248,9582738,SOLE,
VERIZON COMMUNICATIONS,92343V104,23972,1203394,SOLE,
VERSANT MEDIA GROUP INC,925283103,37692,1395358,SOLE,
VERTEX PHARMACEUTICALS,92532F100,40387,18034411,SOLE,
WELLS FARGO & CO,949746101,515920,41072391,SOLE,
WESTERN UNION,959802109,173459,1514297,SOLE,
ZIONS BANCORPORATION N.A.,989701107,37877,2182473,SOLE,
