Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCE AUTO PARTS INC.,00751Y106,24171,1275020,SOLE,
AGCO CORP.,001084102,16647,1928888,SOLE,
ALIBABA GROUP HOLDING SP-ADR,01609W102,4060,509368,SOLE,
ALLIANCE RESOURCE PARTNERS LP,01877R108,72382,2001362,SOLE,
ALLISON TRANSMISSION HLD,01973R101,15796,1849080,SOLE,
ALLY FINANCIAL,02005N100,33512,1314676,SOLE,
ALPHABET INC-CL A,02079K305,198341,57034938,SOLE,
AMERICAN EXPRESS CO,025816109,62985,19051703,SOLE,
AMN HEALTHCARE SERVICES INC,001744101,27963,512841,SOLE,
ARROW ELECTRIC,042735100,11670,1673595,SOLE,
ASBURY AUTO GROUP,043436104,7253,1417309,SOLE,
AUTOLIV INC.,052800109,383592,40338535,SOLE,
"AUTOZONE, INC.",053332102,5535,18696012,SOLE,
BANK OF AMERICA CORP COM,060505104,365274,17807108,SOLE,
BANK OF NEW YORK MELLON CORP,064058100,108955,12925332,SOLE,
BAXTER INTERNATIONAL INC,071813109,9739,221757,SOLE,
BEAZER HOMES USA,07556Q881,50523,972063,SOLE,
BERKSHIRE HATHAWAY INC,084670108,144,103412160,SOLE,
BERKSHIRE HATHAWAY INC DEL CL B,084670702,97406,46676955,SOLE,
BLACKSTONE MINE,09225M101,77364,1169744,SOLE,
"BREAD FINANCIAL HOLDINGS, INC.",018581108,31262,2341211,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,26158,1586483,SOLE,
CENTENE CORP,15135B101,18955,620587,SOLE,
CIGNA CORP.,125523100,5375,1433781,SOLE,
CISCO SYSTEMS INC,17275r102,55199,4282890,SOLE,
CNH INDUSTRIAL NV,N20944109,20150358,221653938,SOLE,
COCA COLA FEMSA,191241108,1170026,114136036,SOLE,
COMCAST CORPORATION - CLASS A,20030N101,31496,904250,SOLE,
CONCENTRIX CORP,20602D101,13623,372725,SOLE,
CONOCOPHILLIPS,20825C104,30705,4053060,SOLE,
CROCS INC,227046109,14015,1163525,SOLE,
CVS CORP.,126650100,19132,1374060,SOLE,
DEVON ENERGY CORP,25179M103,25622,1289299,SOLE,
DIAGEO P L C  - ADR,25243q205,126211,9396409,SOLE,
DORIAN LPG LIMITED,Y2106R110,35480,1213416,SOLE,
ELEVANCE HEALTH,036752103,4796,1404029,SOLE,
EMBECTA CORP,29082K105,75356,666147,SOLE,
EMERSON ELECTRIC CO,291011104,8943,1171712,SOLE,
ENTERPRISE PRODUCTS PARTNERS,293792107,51549,1950614,SOLE,
ENVISTA HOLDINGS CORP,29415F104,1436781,36451134,SOLE,
FEDEX CORP.,31428X106,74035,26369786,SOLE,
FIRST INTERSTATE BANCSYSTEM INC,32055Y201,49370,1648958,SOLE,
FMC CORP.,302491303,30877,531702,SOLE,
G III APPAREL,36237H101,60453,1674548,SOLE,
GLOBE LIFE INC.,37959E102,27833,3892723,SOLE,
GSK PLC ADR,37733W204,81785,4513714,SOLE,
HAFNIA LTD,Y2990R101,376903,2864463,SOLE,
HALEON PLC ADR,405552100,72750,728228,SOLE,
HCI GROUP INC,40416E103,10906,2090571,SOLE,
HEARTLAND EXPRESS INC.,422347104,126656,1317222,SOLE,
