Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,725000,64416,SOLE,
AMERICAN AIRLS GROUP INC,02376R102,7286892,258539,SOLE,
APPLE INC,037833100,1160705,116941,SOLE,
AXIALL CORP,05463D100,1418309,50790,SOLE,
BROADCOM CORP,111320107,1693336,68445,SOLE,
CBS CORP NEW,124857202,2855078,152747,SOLE,
CHICAGO BRIDGE & IRON CO N V,167250109,1649598,95429,SOLE,
CITIGROUP INC,172967424,8319639,431124,SOLE,
DELTA AIR LINES INC DEL,247361702,7480799,270431,SOLE,
DISNEY WALT CO,254687106,158600,14120,SOLE,
EASTMAN CHEM CO,277432100,486852,39381,SOLE,
FACEBOOK INC,30303M102,3585329,283384,SOLE,
FORD MTR CO DEL,345370860,7286816,107772,SOLE,
GENERAL MTRS CO,37045V118,184879,4138,SOLE,
GENERAL MTRS CO,37045V126,184879,2672,SOLE,
GENERAL MTRS CO,37045V100,14863791,474749,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,11281096,254784,SOLE,
GOOGLE INC,38259P508,442259,260230,SOLE,
GOOGLE INC,38259P706,637067,367817,SOLE,
HALLIBURTON CO,406216101,5024621,324138,SOLE,
HARTFORD FINL SVCS GROUP INC,416515120,725000,20953,SOLE,
HCA HOLDINGS INC,40412C101,5326882,375652,SOLE,
HD SUPPLY HLDGS INC,40416M105,1286830,35079,SOLE,
HUNTSMAN CORP,447011107,7315375,190127,SOLE,
KBR INC,48242W106,2612500,49193,SOLE,
LORILLARD INC,544147101,1421000,85132,SOLE,
MASCO CORP,574599106,5794851,138613,SOLE,
MGM RESORTS INTERNATIONAL,552953101,2638625,60108,SOLE,
MOHAWK INDS INC,608190104,568129,76595,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,2530584,173168,SOLE,
OWENS CORNING NEW,690742101,3285130,104303,SOLE,
POWERSHARES QQQ TRUST,73935A104,3200000,316128,SOLE,
PRICELINE COM INC,741503403,366574,424705,SOLE,
RYLAND GROUP INC,783764103,1083471,36015,SOLE,
SCHLUMBERGER LTD,806857108,598400,60851,SOLE,
SHIRE PLC,82481R106,185944,48169,SOLE,
SPDR S&P 500 ETF TR,78462F103,1322866,260631,SOLE,
TEREX CORP NEW,880779103,1560563,49579,SOLE,
TRIUMPH GROUP INC NEW,896818101,930876,60553,SOLE,
UNITED CONTL HLDGS INC,910047109,4956901,231933,SOLE,
WEATHERFORD INTL PLC,G48833100,2667195,55478,SOLE,
WHIRLPOOL CORP,963320106,2000000,291300,SOLE,
