Company,CUSIP,Shares,Value,Discretion,PutCall
ASML HOLDING N V,N07059210,171083,225971559,SOLE,
FAIR ISAAC CORP,303250104,769342,821303359,SOLE,
INTUIT,461202103,189072,81750951,SOLE,
MASTERCARD INCORPORATED,57636Q104,1487496,743242251,SOLE,
MOODYS CORP,615369105,1317188,574623265,SOLE,
S&P GLOBAL INC,78409V104,1758074,747779195,SOLE,
VISA INC,92826C839,598753,180967107,SOLE,
