Company,CUSIP,Shares,Value,Discretion,PutCall
AIR PRODUCTS AND CHEMICALS I,009158106,553359,162234,SOLE,
ALCON AG,H01301128,9683004,651941,SOLE,
AMAZON COM INC,023135106,1141835,272145,SOLE,
ANALOG DEVICES INC,032654105,616881,245007,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,2426027,210215,SOLE,
CARLISLE COS INC,142339100,191414,69435,SOLE,
CISCO SYS INC,17275R102,1971628,231587,SOLE,
COPART INC,217204106,656567,18509,SOLE,
EQUIFAX INC,294429105,134439,21338,SOLE,
FAIR ISAAC CORP,303250104,103619,123802,SOLE,
FERRARI N V,N3167Y103,886360,328940,SOLE,
GE AEROSPACE,369604301,771417,288302,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,1003510,123542,SOLE,
LINDE PLC,G54950103,64789,33622,SOLE,
MASTERCARD INCORPORATED,57636Q104,189941,97554,SOLE,
MICROSOFT CORP,594918104,628224,234340,SOLE,
MOODYS CORP,615369105,427920,193814,SOLE,
STRYKER CORPORATION,863667101,20624,6493,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,6074817,454457,SOLE,
WILLIAMS COS INC,969457100,1486116,110478,SOLE,
VISA INC,92826C839,985126,337987,SOLE,
WATERS CORP,941848103,203356,76267,SOLE,
