Company,CUSIP,Shares,Value,Discretion,PutCall
GENERAC HLDGS INC,368736104,74074,9343669,SOLE,
GLOBAL X FDS,37954Y889,15688,998384,SOLE,
GLOBANT S A,L44385109,498574,100662005,SOLE,
GOOSEHEAD INS INC,38267D109,132002,8793991,SOLE,
HAMILTON LANE INC,407497106,91919,10364784,SOLE,
HDFC BANK LTD,40415F101,710550,39769506,SOLE,
HELEN OF TROY LTD,G4388N106,19642,2263583,SOLE,
HOULIHAN LOKEY INC,441593100,90022,11539947,SOLE,
ICON PLC,G4705A100,1098219,368946776,SOLE,
ISHARES TR,46436E718,3475,349967,SOLE,
ISHARES TR,464287614,75786,25543796,SOLE,
ISHARES TR,464287655,5040,1059950,SOLE,
ISHARES TR,464288257,17409,1917214,SOLE,
ISHARES TR,464288240,33154,1770109,SOLE,
KAROOOOO LTD,Y4600W108,9250,231805,SOLE,
KB FINL GROUP INC,48241A105,81167,4226366,SOLE,
LAS VEGAS SANDS CORP,517834107,231956,11992125,SOLE,
LGI HOMES INC,50187T106,24413,2840937,SOLE,
MARKETAXESS HLDGS INC,57060D108,8165,1790176,SOLE,
MASTERCARD INCORPORATED,57636Q104,4469582,2152416441,SOLE,
MEDPACE HLDGS INC,58506Q109,16959,6854019,SOLE,
MEDTRONIC PLC,G5960L103,1065609,92867866,SOLE,
MERCADOLIBRE INC,58733R102,33280,50318564,SOLE,
MICROSOFT CORP,594918104,9665372,4066415110,SOLE,
MONOLITHIC PWR SYS INC,609839105,3892,2636519,SOLE,
MORNINGSTAR INC,617700109,9331,2877400,SOLE,
MSCI INC,55354G100,136056,76252687,SOLE,
NETEASE INC,64110W102,4000,413880,SOLE,
NETFLIX INC,64110L106,3839310,2331728341,SOLE,
NIKE INC,654106103,9471571,890138289,SOLE,
NOVO-NORDISK A S,670100205,7768779,997511264,SOLE,
PAYCOM SOFTWARE INC,70432V102,1520282,302551321,SOLE,
PAYPAL HLDGS INC,70450Y103,49478,3314551,SOLE,
POOL CORP,73278L105,3296,1329936,SOLE,
PROGYNY INC,74340E103,377944,14418551,SOLE,
QUALYS INC,74758T303,30635,5112003,SOLE,
REVOLVE GROUP INC,76156B107,520467,11018279,SOLE,
RH,74967X103,16318,5682733,SOLE,
SALESFORCE INC,79466L302,6954745,2094630080,SOLE,
SAP SE,803054204,1274726,248609858,SOLE,
SERVICENOW INC,81762P102,2662881,2030180180,SOLE,
SHOPIFY INC,82509L107,830755,64109329,SOLE,
SITEONE LANDSCAPE SUPPLY INC,82982L103,20842,3638002,SOLE,
SITIME CORP,82982T106,61563,5739554,SOLE,
SKILLSOFT CORP,83066P309,78190,703710,DFND,
SPDR SER TR,78468R663,249900,22940781,SOLE,
TENCENT MUSIC ENTMT GROUP,88034P109,2662781,29796519,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,3258927,1894120742,SOLE,
TOPGOLF CALLAWAY BRANDS CORP,131193104,128762,2082074,SOLE,
TREX CO INC,89531P105,10566,1053959,SOLE,
TYLER TECHNOLOGIES INC,902252105,3299,1402108,SOLE,
UNILEVER PLC,904767704,500827,25136525,SOLE,
UNITEDHEALTH GROUP INC,91324P102,2393781,1184203557,SOLE,
VANGUARD SCOTTSDALE FDS,92206C680,33266,2883164,SOLE,
VISA INC,92826C839,8392490,2342176136,SOLE,
WARBY PARKER INC,93403J106,479507,6526097,SOLE,
WINGSTOP INC,974155103,13617,4989114,SOLE,
WORKDAY INC,98138H101,3682106,1004294279,SOLE,
XPEL INC,98379L100,50490,2727497,SOLE,
YETI HLDGS INC,98585X104,137974,5318887,SOLE,
YUM CHINA HLDGS INC,98850P109,307085,12218912,SOLE,
ZOETIS INC,98978V103,7005114,1185335261,SOLE,
