Company,CUSIP,Shares,Value,Discretion,PutCall
ANHEUSER BUSCH INBEV SA/NV,03524A108,1703000,109060120,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,19406764,9754809925,SOLE,
CANADIAN NATL RY CO,136375102,51826786,5123077796,SOLE,
CATERPILLAR INC,149123101,6353614,3639794852,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,6214719,588596036,SOLE,
COUPANG INC,22266T109,9248045,218161382,SOLE,
DANAHER CORPORATION,235851102,373000,85387160,SOLE,
DEERE & CO,244199105,3557378,1656208475,SOLE,
ECOLAB INC,278865100,5218044,1369840911,SOLE,
FEDEX CORP,31428X106,2384362,688746807,SOLE,
HORMEL FOODS CORP,440452100,2085290,49421373,SOLE,
KRAFT HEINZ CO,500754106,2472600,59960550,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,592406,153225812,SOLE,
MCDONALDS CORP,580135101,334900,102355487,SOLE,
MICROSOFT CORP,594918104,7691207,3719621529,SOLE,
ON HLDG AG,H5919C104,500000,23240000,SOLE,
PACCAR INC,693718108,1000000,109510000,SOLE,
SCHRODINGER INC,80810D103,6981664,124832152,SOLE,
VERALTO CORP,92338C103,124333,12405947,SOLE,
WALMART INC,931142103,8390477,934783043,SOLE,
WASTE CONNECTIONS INC,94106B101,2039175,357589728,SOLE,
WASTE MGMT INC DEL,94106L109,28934344,6357164720,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,444500,122299730,SOLE,
