Company,CUSIP,Shares,Value,Discretion,PutCall
"Agilent Technologies, Inc. (A)",00846U101,10700,1373345,SOLE,
Arrow Electronics Inc (ARW),042735100,1898399,229706279,SOLE,
Avnet Inc (AVT),053807103,3928937,205404826,SOLE,
Avantor Inc (AVTR),05352A100,18311570,228528394,SOLE,
Baxter International Inc (BAX),071813109,6288349,143185707,SOLE,
Citigroup Inc (C),172967424,83273,8452210,SOLE,
CRH PLC  (CRH),G25508105,25000,2997500,SOLE,
"D R Horton, Inc. (DHI)",23331A109,3637763,616491696,SOLE,
Genpact LTD (G),G3922B107,10000,418900,SOLE,
General Motors Co (GM),35045V100,23064358,1406233907,SOLE,
Goldman Sachs (GS),38141G104,1000,796350,SOLE,
Icon PLC (ICLR),G4705A100,17409,3046575,SOLE,
J P Morgan Chase (JPM),46625H100,4000,1261720,SOLE,
Lear Corporation (LEA),521865204,1795824,180677853,SOLE,
Lennar Corporation - A (LEN),526057104,9653394,1216713780,SOLE,
Lennar Corporation - B SHS (LEN/B),526057302,364059,43683439,SOLE,
Millrose Properties (MRP),601137102,4601273,154648786,SOLE,
Meritage Homes Corp (MTH),59001A102,1452954,105237458,SOLE,
NOV INC (NOV),62955J103,5747682,76156787,SOLE,
Oshkosh Corp (OSK),688239201,2526606,327700798,SOLE,
PulteGroup Inc. (PHM),745867101,5569828,735941374,SOLE,
Charles Schwab Corporation (SCHW),808513105,15000,1432050,SOLE,
Stellantis NV (STLA),N82405106,36000,336240,SOLE,
Terex Corp (TEX),880779103,1477733,75807703,SOLE,
"Toll Brothers, Inc. (TOL)",889478103,5580969,770955058,SOLE,
Union Pacific Corp (UNP),907818108,2032,480304,SOLE,
Vanguard  0-3M T-Bill ETF (VBIL),922040845,500000,37807500,SOLE,
