Company,CUSIP,Shares,Value,Discretion,PutCall
ANHEUSER BUSCH INBEV SA/NV,03524A108,1703000,112891870,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,22137613,10189057759,SOLE,
CANADIAN NATL RY CO,136375102,54826786,6422957980,SOLE,
CATERPILLAR INC,149123101,7353614,2876145508,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,6214719,551369870,SOLE,
COUPANG INC,22266T109,9248045,227039505,SOLE,
CROWN CASTLE INC,22822V101,1420072,168463141,SOLE,
DANAHER CORPORATION,235851102,373000,103701460,SOLE,
DEERE & CO,244199105,3557378,1484600561,SOLE,
ECOLAB INC,278865100,5218044,1332323175,SOLE,
FEDEX CORP,31428X106,2534362,693604192,SOLE,
HORMEL FOODS CORP,440452100,2195290,69590693,SOLE,
KRAFT HEINZ CO,500754106,2622600,92079486,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,592406,123374474,SOLE,
MICROSOFT CORP,594918104,28957247,12460303384,SOLE,
ON HLDG AG,H5919C104,500000,25075000,SOLE,
PACCAR INC,693718108,1000000,98680000,SOLE,
SCHRODINGER INC,80810D103,6981664,129509867,SOLE,
UNITED PARCEL SERVICE INC,911312106,755089,102948834,SOLE,
VERALTO CORP,92338C103,124333,13907889,SOLE,
VROOM INC,92918V208,31250,292813,SOLE,
WALMART INC,931142103,9090477,734056018,SOLE,
WASTE CONNECTIONS INC,94106B101,2149175,384315474,SOLE,
WASTE MGMT INC DEL,94106L109,32234344,6691849814,SOLE,
