Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,3186,337939,SOLE,
AIR PRODS & CHEMS INC,009158106,1344,325611,SOLE,
ALPHABET INC,02079K107,2091,318376,SOLE,
ALPHABET INC,02079K305,45000,6791850,SOLE,
AMAZON COM INC,023135106,59299,10696354,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,143673,8732445,SOLE,
AT&T INC,00206R102,511394,9000533,SOLE,
BANK NEW YORK MELLON CORP,064058100,135729,7820705,SOLE,
BAXTER INTL INC,071813109,218962,9358436,SOLE,
BECTON DICKINSON & CO,075887109,25233,6243906,SOLE,
BIOGEN INC,09062X103,35792,7717829,SOLE,
BLACKROCK INC,09247X101,390,325143,SOLE,
BOEING CO,097023105,43683,8430382,SOLE,
CAMPBELL SOUP CO,134429109,144803,6436493,SOLE,
CARMAX INC,143130102,114979,10015821,SOLE,
COMCAST CORP NEW,20030N101,149516,6481519,SOLE,
CONAGRA BRANDS INC,205887102,196582,5826690,SOLE,
CONSTELLATION BRANDS INC,21036P108,1178,320133,SOLE,
CVS HEALTH CORP,126650100,114038,9095645,SOLE,
DISNEY WALT CO,254687106,55008,6730779,SOLE,
DUPONT DE NEMOURS INC,26614N102,130201,9982523,SOLE,
EMERSON ELEC CO,291011104,68971,7822691,SOLE,
EQUIFAX INC,294429105,11894,3181748,SOLE,
GENERAL ELECTRIC CO,369604301,2068,362996,SOLE,
GSK PLC,37733W204,233486,10009545,SOLE,
HOME DEPOT INC,437076102,670,257012,SOLE,
INTEL CORP,458140100,204691,9041186,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,109751,9437472,SOLE,
ISHARES TR,464287200,412,216601,SOLE,
ISHARES TR,464287465,24190,1931828,SOLE,
ISHARES TR,464287499,2476,208193,SOLE,
KELLANOVA,487836108,158488,9079761,SOLE,
KRAFT HEINZ CO,500754106,235674,8696371,SOLE,
LAUDER ESTEE COS INC,518439104,46289,7135449,SOLE,
MEDTRONIC PLC,G5960L103,3493,304415,SOLE,
MICROSOFT CORP,594918104,25758,10836929,SOLE,
NIKE INC,654106103,63000,5920740,SOLE,
NORDSTROM INC,655664100,394021,7986806,SOLE,
PFIZER INC,717081103,232142,6441941,SOLE,
PRICE T ROWE GROUP INC,74144T108,52776,6434450,SOLE,
RTX CORPORATION,75513E101,3358,327506,SOLE,
SALESFORCE INC,79466L302,26889,8098429,SOLE,
SERVICENOW INC,81762P102,413,314871,SOLE,
SIMON PPTY GROUP INC NEW,828806109,61833,9676281,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,79991,10882709,SOLE,
UNITEDHEALTH GROUP INC,91324P102,471,233004,SOLE,
US BANCORP DEL,902973304,163732,7318820,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,162911,6835746,SOLE,
WARNER BROS DISCOVERY INC,934423104,902014,7874582,SOLE,
WELLS FARGO CO NEW,949746101,185804,10769220,SOLE,
WESTERN UN CO,959802109,458562,6410697,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,46444,6129679,SOLE,
