Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,6289352,1528941471,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,4311603,1265455481,SOLE,
CATALYST PHARMACEUTICALS INC,14888U101,3363807,66266998,SOLE,
CHURCH & DWIGHT CO INC,171340102,6794644,595414654,SOLE,
CLOROX CO DEL,189054109,613497,75644180,SOLE,
DOXIMITY INC,26622P107,1355944,99187304,SOLE,
FORTINET INC,34959E109,8420092,707961335,SOLE,
GRACO INC,384109104,900545,76510303,SOLE,
HOME DEPOT INC,437076102,84860,34384423,SOLE,
IDEXX LABS INC,45168D104,2610457,1667794873,SOLE,
INTUIT,461202103,604456,412789047,SOLE,
MANHATTAN ASSOCIATES INC,562750109,288332,59102293,SOLE,
MARRIOTT INTL INC NEW,571903202,4228298,1101217931,SOLE,
MEDPACE HLDGS INC,58506Q109,127537,65574424,SOLE,
META PLATFORMS INC,30303M102,1558664,1144651668,SOLE,
METTLER TOLEDO INTERNATIONAL,592688105,590654,725092757,SOLE,
MICROSOFT CORP,594918104,2583369,1338055974,SOLE,
MSCI INC,55354G100,166619,94541287,SOLE,
NAPCO SEC TECHNOLOGIES INC,630402105,1779857,76444858,SOLE,
NIKE INC,654106103,6129483,427408850,SOLE,
ODDITY TECH LTD,M7518J104,1416956,88276359,SOLE,
OTIS WORLDWIDE CORP,68902V107,5819151,532044976,SOLE,
PAYCOM SOFTWARE INC,70432V102,523433,108947345,SOLE,
PHILIP MORRIS INTL INC,718172109,7188144,1165916957,SOLE,
PROCTER AND GAMBLE CO,742718109,4577040,703262196,SOLE,
QUALYS INC,74758T303,870859,115240771,SOLE,
ROLLINS INC,775711104,1478629,86854667,SOLE,
SABRE CORP,78573M104,21499095,39343344,SOLE,
STRYKER CORPORATION,863667101,4591293,1697263283,SOLE,
TEXAS INSTRS INC,882508104,2721881,500091196,SOLE,
VERISIGN INC,92343E102,270634,75661147,SOLE,
VERTIV HOLDINGS CO,92537N108,591450,89226147,SOLE,
VISA INC,92826C839,3854336,1315793224,SOLE,
WATERS CORP,941848103,3955498,1185897855,SOLE,
ZOETIS INC,98978V103,3615131,528965968,SOLE,
