Company,CUSIP,Shares,Value,Discretion,PutCall
APPLIED DIGITAL CORP,038169207,15384616,469022807,SOLE,
BABCOCK & WILCOX ENTERPRISES,05614L209,2027451,28587059,SOLE,
BITDEER TECHNOLOGIES GROUP,G11448100,3439450,54584072,SOLE,
BLOOM ENERGY CORP,093712107,145800,44133660,SOLE,Call
BLOOM ENERGY CORP,093712107,6272808,1898778982,SOLE,
CEREBRAS SYSTEMS INC,15675D103,10000,2210000,SOLE,
CLEANSPARK INC,18452B209,12276139,178617822,SOLE,
CORE SCIENTIFIC INC NEW,21874A106,26008473,665556824,SOLE,
COREWEAVE INC,21873S108,7479558,744515203,SOLE,
HIVE DIGITAL TECHNOLOGIES LT,433921103,9133726,33246763,SOLE,
IREN LIMITED,Q4982L109,9474099,433250547,SOLE,
INFOSYS LTD,456788108,500000,5245000,SOLE,Put
KEEL INFRASTRUCTURE CORP,486917107,26451393,151830996,SOLE,
MICRON TECHNOLOGY INC,595112103,4828786,5573819392,SOLE,
NEBIUS GROUP N.V.,N97284108,4464260,1232894684,SOLE,
PROPETRO HLDG CORP,74347M108,1960382,28111878,SOLE,
RIOT PLATFORMS INC,767292105,17100000,468198000,SOLE,
SANDISK CORP,80004C200,2495344,5673738513,SOLE,
SHARONAI HOLDINGS INC,778920306,5396127,456836112,SOLE,
SOLARIS ENERGY INFRAS INC,83418M103,1129621,90889306,SOLE,
STMICROELECTRONICS,861012102,7802700,584344203,SOLE,
T1 ENERGY INC,35834F104,4900000,46452000,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,2649035,1265099645,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,50000,23878500,SOLE,Call
VISHAY INTERTECHNOLOGY INC,928298108,375000,20167500,SOLE,
WHITEFIBER INC,G96115103,1757600,68282760,SOLE,
