Company,CUSIP,Shares,Value,Discretion,PutCall
AAON INC,000360206,49466,3864790,SOLE,
ABBOTT LABS,002824100,11385577,1510296828,SOLE,
ACCENTURE PLC IRELAND,G1151C101,3208478,1001173464,SOLE,
ADOBE INC,00724F101,2818625,1081027107,SOLE,
AIRBNB INC,009066101,7726604,923020105,SOLE,
ALPHABET INC,02079K305,610910,94471160,SOLE,
ALPHABET INC,02079K107,7434428,1161480672,SOLE,
AMAZON COM INC,023135106,17747395,3376619406,SOLE,
AMN HEALTHCARE SVCS INC,001744101,38564,943278,SOLE,
AON PLC,G0403H108,3007719,1200350430,SOLE,
APPLE INC,037833100,2681114,595555874,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,21160,4768214,SOLE,
ASML HOLDING N V,N07059210,52677,34905227,SOLE,
AUTODESK INC,052769106,2455,642794,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,166526,50878703,SOLE,
BELDEN INC,077454106,30665,3074190,SOLE,
BENTLEY SYS INC,08265T208,19464,765714,SOLE,
BIO-TECHNE CORP,09073M104,46314,2715415,SOLE,
BLACKLINE INC,09239B109,55099,2667912,SOLE,
BOWMAN CONSULTING GROUP LTD,103002101,35417,773152,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,544653,4918220,SOLE,
CELLEBRITE DI LTD,M2197Q107,14849,288516,SOLE,
CLEARWATER ANALYTICS HLDGS I,185123106,124892,3347092,SOLE,
COLLIERS INTL GROUP INC,194693107,7933,962273,SOLE,
COMFORT SYS USA INC,199908104,1166,375837,SOLE,
CONSTRUCTION PARTNERS INC,21044C107,34795,2500738,SOLE,
CORE & MAIN INC,21874C102,124953,6036491,SOLE,
COSTAR GROUP INC,22160N109,6601800,523060632,SOLE,
DLOCAL LTD,G29018101,627551,5233775,SOLE,
DUTCH BROS INC,26701L100,68124,4205948,SOLE,
DYNATRACE INC,268150109,26718,1259754,SOLE,
E L F BEAUTY INC,26856L103,69325,4352896,SOLE,
ELI LILLY & CO,532457108,1754571,1449117615,SOLE,
ENTEGRIS INC,29362U104,11539,1009432,SOLE,
EPAM SYS INC,29414B104,16512,2787886,SOLE,
EXLSERVICE HOLDINGS INC,302081104,260017,12275408,SOLE,
