Company,CUSIP,Shares,Value,Discretion,PutCall
3M Co.,88579Y101,27840,2844970,SOLE,
Abbott Labs,002824100,103378,10742008,SOLE,
AbbVie Inc.,00287Y109,22227,3812375,SOLE,
Accenture plc Class A,G1151C101,2442792,741167521,SOLE,
"Adobe Systems,  Inc.",00724F101,44162,24533757,SOLE,
Air Products & Chemicals,009158106,7980,2059239,SOLE,
Alphabet Inc Cap Stk Cl A,02079K305,4711234,858151273,SOLE,
Amphenol Corp,032095101,3967544,267293439,SOLE,
AON plc Registered Shs,G0403H108,8760,2571761,SOLE,
"Apple, Inc.",037833100,3884083,818065561,SOLE,
"Automatic Data Processing, Inc",053015103,1854410,442629123,SOLE,
Ball Corporation,058498106,2512921,150825518,SOLE,
Becton Dickinson & Co.,075887109,40167,9387430,SOLE,
Best Buy Co. Inc.,086516101,64955,5475057,SOLE,
Booz Allen Hamilton Holding Co,099502106,30900,4755510,SOLE,
Bristol Myers Squibb Co.,110122108,26375,1095354,SOLE,
Broadridge Financial Solutions,11133T103,1738280,342441160,SOLE,
Campbell Soup Company,134429109,120828,5460217,SOLE,
Charles River Laboratories,159864107,15910,3286688,SOLE,
Church & Dwight Co Inc,171340102,56010,5807117,SOLE,
Clorox Company,189054109,28215,3850501,SOLE,
Coca-Cola Company,191216100,126228,8034412,SOLE,
Cognizant Technology Solutions,192446102,125664,8545152,SOLE,
Colgate Palmolive Co,194162103,97759,9486533,SOLE,
Copart Inc. (DE),217204106,137810,7463790,SOLE,
Crown Holdings Inc.,228368106,93638,6965731,SOLE,
Donaldson Co. Inc.,257651109,56760,4061746,SOLE,
Ecolab Inc,278865100,70426,16761388,SOLE,
Emerson Elec Co,291011104,93920,10346227,SOLE,
Encompass Health Corp,29261A100,94410,8099434,SOLE,
Equifax Inc,294429105,1505501,365023772,SOLE,
F5 Networks Inc.,315616102,26860,4626098,SOLE,
FactSet Research Systems Inc.,303075105,10750,4388903,SOLE,
General Mills Inc.,370334104,123295,7799642,SOLE,
Genpact Limited,G3922B107,178575,5748329,SOLE,
Gentex Corporation,371901109,154820,5218982,SOLE,
Genuine Parts Company,372460105,42590,5891049,SOLE,
Home Depot Inc.,437076102,519179,178722179,SOLE,
Idexx Laboratories Inc.,45168D104,5120,2494464,SOLE,
Intuit Inc.,461202103,1040174,683612755,SOLE,
Johnson & Johnson,478160104,1898839,277534308,SOLE,
Kellanova,487836108,100447,5793783,SOLE,
"Keysight Technologies, Inc.",49338L103,34650,4738388,SOLE,
KLA Corporation,482480100,571035,470824068,SOLE,
Kroger Company,501044101,120630,6023056,SOLE,
"Labcorp Holdings, Inc.",504922105,35690,7263272,SOLE,
Lennox International Inc.,526107107,11770,6296715,SOLE,
Levi Strauss & Co,52736R102,147630,2846306,SOLE,
Linde plc,G54950103,1505,660409,SOLE,
"Manhattan Associates, Inc.",562750109,19530,4817660,SOLE,
Marsh & McLennan Company Inc,571748102,3226258,679837086,SOLE,
Mastercard Inc,57636Q104,1010206,445662479,SOLE,
"MAXIMUS, Inc.",577933104,44220,3789654,SOLE,
McDonald's Corp.,580135101,654925,166901087,SOLE,
Microchip Technology Inc,595017104,49430,4522845,SOLE,
Microsoft Corp,594918104,2208271,986986723,SOLE,
"MSCI, Inc.",55354G100,9270,4465823,SOLE,
Nike Inc,654106103,3686612,277859946,SOLE,
Omnicom Group Inc,681919106,79541,7134828,SOLE,
ON Semiconductor Corp,682189105,33890,2323160,SOLE,
Oracle Corp,68389X105,149084,21050661,SOLE,
Paychex Inc.,704326107,9830,1165445,SOLE,
PepsiCo Inc.,713448108,2738711,451695605,SOLE,
Pool Corporation,73278L105,8240,2532399,SOLE,
Procter & Gamble Co,742718109,1983663,327145702,SOLE,
Raytheon Technologies Corp,75513E101,17756,1782525,SOLE,
Sherwin-Williams Co,824348106,568878,169770262,SOLE,
Solventum Corp.,83444M101,6635,350859,SOLE,
Starbucks Corp,855244109,3653969,284461487,SOLE,
Stryker Corp,863667101,1954455,665003314,SOLE,
T Rowe Price Group Inc,74144T108,31950,3684155,SOLE,
Techne Corp,09073M104,52060,3730099,SOLE,
Texas Instruments Inc,882508104,2173826,422874372,SOLE,
TJX Companies Inc,872540109,29355,3231986,SOLE,
Toro Company,891092108,38740,3622577,SOLE,
Tractor Supply Co,892356106,24460,6604200,SOLE,
"Ulta Beauty, Inc.",90384S303,9610,3708211,SOLE,
United Parcel Svc Cl B,911312106,23814,3258946,SOLE,
"United Rentals, Inc.",911363109,4650,3007295,SOLE,
Unitedhealth Group Inc,91324P102,966191,492042174,SOLE,
Veeva Systems Inc. Class A,922475108,21230,3885302,SOLE,
Verisk Analytics Inc,92345Y106,847900,228551445,SOLE,
Waste Management,94106L109,1591789,339592265,SOLE,
Waters Corp,941848103,49342,14315101,SOLE,
Williams Sonoma Inc,969904101,11740,3315024,SOLE,
"Zoetis, Inc.",98978V103,1965541,340746188,SOLE,
Taiwan Semiconductor Manuf ADR,874039100,20368,3540162,SOLE,
