Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,41900,4021562,SOLE,
ALLY FINL INC,02005N100,225525,10362871,SOLE,
ALPHABET INC,02079K107,72390,25577559,SOLE,
APPLE INC,037833100,40000,11574400,SOLE,
ASSURED GUARANTY LTD,G0585R106,16990,1361918,SOLE,
ATKORE INC,047649108,8400,638736,SOLE,
BANK OF AMER CORP,060505104,50000,2849000,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,86,64401080,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,3100,1551209,SOLE,
CHINA YUCHAI INTL LTD,G21082105,23364,1107687,SOLE,
CITIGROUP INC,172967424,32695,4575990,SOLE,
GENERAL MTRS CO,37045V100,52000,4008159,SOLE,
HP INC,40434L105,26500,581410,SOLE,
IMPERIAL OIL LTD,453038408,5000,561466,SOLE,
JEFFERIES FINL GROUP INC,47233W109,149237,7458863,SOLE,
KRAFT HEINZ CO,500754106,69500,1641590,SOLE,
LOUISIANA PAC CORP,546347105,5886,462993,SOLE,
MAGNA INTL INC,559222401,10000,656600,SOLE,
MBIA INC,55262C100,321000,2092920,SOLE,
METHANEX CORP,59151K108,20000,923814,SOLE,
MOODYS CORP,615369105,1500,679380,SOLE,
OCCIDENTAL PETE CORP,674599105,313000,15202408,SOLE,
PATHWARD FINANCIAL INC,59100U108,27389,2384485,SOLE,
PAYPAL HLDGS INC,70450Y103,167400,7228330,SOLE,
POOL CORP,73278L105,10636,2285676,SOLE,
RYANAIR HOLDINGS PLC,783513203,5937,384421,SOLE,
SIRIUSXM HOLDINGS INC,829933100,409589,12099255,SOLE,
STELLANTIS N.V,N82405106,1394194,8002672,SOLE,
SYNCHRONY FINANCIAL,87165B103,223202,16974508,SOLE,
VITESSE ENERGY ORD,92852X103,1293,20391,SOLE,
WELLS FARGO CO NEW,949746101,59542,4920550,SOLE,
