Company,CUSIP,Shares,Value,Discretion,PutCall
ADECOAGRO SA,L00849106,300558,3327177,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,887317,94162080,SOLE,
ALPHABET INC,02079K107,560716,93746150,SOLE,
ANALOG DEVICES INC,032654105,340716,78422586,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,508607,33715561,SOLE,
APPLE INC,037833100,939,218787,SOLE,
APTIV PLC,G6095L109,472889,34052723,SOLE,
ARCELORMITTAL SA,03938L203,946245,24848383,SOLE,
ASTRAZENECA PLC,046353108,490439,38210109,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,406723,32379247,SOLE,
B2GOLD CORP,11777Q209,1005404,3110840,SOLE,
BANCO BRADESCO SA,059460303,45975637,122295193,SOLE,
BARCLAYS PLC,06738E204,5445970,66168533,SOLE,
BOEING CO/THE,097023105,37577,5713232,SOLE,
BP PLC,055622104,1184453,37179987,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,750455,38828510,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,754901,27614267,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,8742034,748400095,SOLE,
CELESTICA INC,15101Q108,240660,12316690,SOLE,
CHECK POINT SOFTWARE TECHNOLOGIES LTD,M22465104,1441781,277989872,SOLE,
CITIGROUP INC,172967424,1286229,80517932,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,887320,36442208,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,974282,75195044,SOLE,
COLLIERS INTERNATIONAL GROUP INC,194693107,1677,254787,SOLE,
CONCENTRIX CORP,20602D101,433254,22204281,SOLE,
CREDICORP LTD,G2519Y108,67467,12209503,SOLE,
DIAGEO PLC,25243Q205,296927,41670714,SOLE,
DR REDDY'S LABORATORIES LTD,256135203,107861,8569556,SOLE,
FINVOLUTION GROUP,31810T101,4345275,26853799,SOLE,
FISERV INC,337738108,292231,52499215,SOLE,
GENPACT LTD,G3922B107,1753172,68741848,SOLE,
GERDAU SA,373737105,2670178,9345623,SOLE,
GSK PLC,37733W204,897406,36685942,SOLE,
HAFNIA LTD,G4233B109,546511,3896738,SOLE,
HDFC BANK LTD,40415F101,118223,7396031,SOLE,
HELLO GROUP INC,423403104,1941781,14776953,SOLE,
ICICI BANK LTD,45104G104,446261,13320891,SOLE,
INFOSYS LTD,456788108,537836,11977608,SOLE,
ING GROEP NV,456837103,1074805,19518466,SOLE,
IQIYI INC,46267X108,2258840,6460282,SOLE,
ISHARES MSCI ACWI ETF,464288257,17883,2137916,SOLE,
ISHARES MSCI EAFE ETF,464287465,1299033,108638146,SOLE,
ISHARES MSCI EAFE VALUE ETF,464288877,22400,1288672,SOLE,
ISHARES MSCI INDIA ETF,46429B598,262657,15373314,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,158913,13666518,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,107809,4603444,SOLE,
ISHARES MSCI WORLD ETF,464286392,14500,2275195,SOLE,
JD.COM INC,47215P106,1471091,58843640,SOLE,
JINKOSOLAR HOLDING CO LTD,47759T100,127600,3422232,SOLE,
JONES LANG LASALLE INC,48020Q107,184742,49845151,SOLE,
KONINKLIJKE PHILIPS NV,500472303,1263422,41339175,SOLE,
