Company,CUSIP,Shares,Value,Discretion,PutCall
FERROVIAL SE,N3168P101,19095244,820309341,SOLE,
ALPHABET INC,02079K107,16927056,2830034493,SOLE,
ALPHABET INC,02079K305,6027410,999645949,SOLE,
CANADIAN NATL RY CO,136375102,35437277,4150341855,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,54913285,4696733365,SOLE,
GE AEROSPACE,369604301,48180376,9085855306,SOLE,
MICROSOFT CORP,594918104,11990590,5159550877,SOLE,
MOODYS CORP,615369105,13246769,6286784100,SOLE,
S&P GLOBAL INC,78409V104,10400077,5372887780,SOLE,
VISA INC,92826C839,16797187,4618386566,SOLE,
