Company,CUSIP,Shares,Value,Discretion
HSBC HLDGS PLC,404280406,17777,1020917,SOLE
HUMANA INC,444859102,66637,17632150,DFND
HUMANA INC,444859102,3762286,995500876,SOLE
HUNTSMAN CORP,447011107,4859007,76723721,SOLE
ICICI BANK LIMITED,45104G104,19541,615932,SOLE
ING GROEP N.V.,456837103,50477,988851,SOLE
INTEL CORP,458140100,12326,279923,SOLE
ITAU UNIBANCO HLDG S A,465562106,408895,2248923,SOLE
JELD-WEN HLDG INC,47580P103,10311305,61558491,SOLE
JOHNSON & JOHNSON,478160104,235786,39102750,SOLE
JPMORGAN CHASE & CO.,46625H100,312233,76590755,SOLE
KASPI KZ JSC,48581R205,1432981,133052286,SOLE
KB FINL GROUP INC,48241A105,50351,2724493,SOLE
KEYCORP,493267108,1645095,26305069,SOLE
KONINKLIJKE PHILIPS N V,500472303,15711,399059,SOLE
KOPPERS HOLDINGS INC,50060P106,1221328,34197184,SOLE
KORN FERRY,500643200,767958,52090591,SOLE
LEAR CORP,521865204,134405,11857209,DFND
LEAR CORP,521865204,7530395,664331447,SOLE
LEIDOS HOLDINGS INC,525327102,231703,31266003,SOLE
LKQ CORP,501889208,1005888,42790476,SOLE
MAGNA INTL INC,559222401,338513,16556671,DFND
MAGNA INTL INC,559222401,28112534,1374984026,SOLE
MALIBU BOATS INC,56117J100,1534839,47088861,SOLE
MANPOWERGROUP INC WIS,56418H100,351121,20322883,SOLE
MARCUS & MILLICHAP INC,566324109,576251,19851847,SOLE
MASTERBRAND INC,57638P104,2859484,37344861,SOLE
MEDTRONIC PLC,G5960L103,128486,11545752,DFND
MEDTRONIC PLC,G5960L103,8257736,742040166,SOLE
METLIFE INC,59156R108,172133,13820559,DFND
METLIFE INC,59156R108,8386831,673378661,SOLE
MOHAWK INDS INC,608190104,1115944,127418486,SOLE
MORGAN STANLEY,617446448,763174,89039511,SOLE
MRC GLOBAL INC,55345K103,5350419,61422810,SOLE
MSC INDL DIRECT INC,553530106,461931,35878181,SOLE
NATWEST GROUP PLC,639057207,44098,525648,SOLE
NEWELL BRANDS INC,651229106,783352,4856782,DFND
NEWELL BRANDS INC,651229106,47955259,297322606,SOLE
NOKIA CORP,654902204,80461970,424034583,SOLE
NOV INC,62955J103,441864,6725170,DFND
NOV INC,62955J103,41122540,625885059,SOLE
OLD NATL BANCORP IND,680033107,2875181,60925085,SOLE
OLIN CORP,680665205,3662539,88779945,SOLE
ORION S.A.,L72967109,3328902,43042703,SOLE
PETROLEO BRASILEIRO SA PETRO,71654V101,192762,2513616,SOLE
PFIZER INC,717081103,367153,9303657,DFND
PFIZER INC,717081103,6691828,169570922,SOLE
PHIBRO ANIMAL HEALTH CORP,71742Q106,723830,15461009,SOLE
PPG INDS INC,693506107,963412,105349102,SOLE
PVH CORPORATION,693656100,56548,3655263,DFND
PVH CORPORATION,693656100,6105019,394628428,SOLE
REGIONS FINANCIAL CORP NEW,7591EP100,1899232,41270311,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,2645320,46822164,SOLE
ROBERT HALF INC.,770323103,1318708,71935521,SOLE
SANOFI,80105N105,5385,298679,SOLE
SCANSOURCE INC,806037107,942068,32039733,SOLE
SHELL PLC,780259305,145792,10683638,DFND
SHELL PLC,780259305,3446426,252554122,SOLE
SHINHAN FINANCIAL GROUP CO L,824596100,1078696,34604575,SOLE
SHYFT GROUP INC,825698103,3084431,24953047,SOLE
SKYWORKS SOLUTIONS INC,83088M102,128184,8284532,DFND
SKYWORKS SOLUTIONS INC,83088M102,7634712,493431437,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,1334033,95450061,SOLE
SS&C TECHNOLOGIES HLDGS INC,78467J100,10423445,870670361,SOLE
STEELCASE INC,858155203,5364920,58799523,SOLE
SUMITOMO MITSUI FINL GROUP I,86562M209,22134,342194,SOLE
SYNOVUS FINL CORP,87161C501,668847,31261909,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,41521,6892486,SOLE
TARGET CORP,87612E106,345129,36017662,SOLE
TE CONNECTIVITY PLC,G87052109,51086,7219474,DFND
TE CONNECTIVITY PLC,G87052109,2417500,341641100,SOLE
THE CIGNA GROUP,125523100,477460,157084340,SOLE
TRIMAS CORP,896215209,2135554,50036030,SOLE
TRUEBLUE INC,89785X101,2835167,15054737,SOLE
TYSON FOODS INC,902494103,172180,10986806,DFND
TYSON FOODS INC,902494103,13091872,835392352,SOLE
UBS GROUP AG,H42097107,242844,6525218,DFND
UBS GROUP AG,H42097107,29107981,782131437,SOLE
UNIVERSAL CORP VA,913456109,911834,51108296,SOLE
UNIVERSAL HLTH SVCS INC,913903100,391837,73626172,SOLE
UNIVEST FINANCIAL CORPORATIO,915271100,1143141,32419479,SOLE
USANA HEALTH SCIENCES INC,90328M107,1095186,29537166,SOLE
VALE S A,91912E105,285881,2853092,SOLE
VAREX IMAGING CORP,92214X106,3802349,44107248,SOLE
VOYA FINANCIAL INC,929089100,110585,7493240,DFND
VOYA FINANCIAL INC,929089100,3488579,236386113,SOLE
WABTEC,929740108,344136,62409064,SOLE
WEBSTER FINL CORP,947890109,1589153,81920837,SOLE
WELLS FARGO CO NEW,949746101,237396,17042659,DFND
WELLS FARGO CO NEW,949746101,9591923,688604152,SOLE
WESCO INTL INC,95082P105,228819,35535591,SOLE
WSFS FINL CORP,929328102,787809,40863653,SOLE
ZTO EXPRESS CAYMAN INC,98980A105,7728602,153335464,SOLE
