Company,CUSIP,Shares,Value,Discretion
ABM INDS INC,000957100,849458,40230331,SOLE
ADIENT PLC,G0084W101,3901573,50174229,SOLE
ADVANCE AUTO PARTS INC,00751Y106,4312508,169093439,SOLE
ALIBABA GROUP HLDG LTD,01609W102,53070,7017435,SOLE
AMBEV SA,02319V103,13839502,32246040,SOLE
AMDOCS LTD,G02602103,132812,12152298,DFND
AMDOCS LTD,G02602103,6285790,575149785,SOLE
AMERICAN INTL GROUP INC,026874784,488074,42433154,SOLE
AMERICAN WOODMARK CORPORATIO,030506109,840674,49456851,SOLE
ARCELORMITTAL SA LUXEMBOURG,03938L203,33810,975415,SOLE
ARROW ELECTRS INC,042735100,221239,22971245,SOLE
ASSOCIATED BANC CORP,045487105,1787866,40280621,SOLE
AVNET INC,053807103,7132296,342992115,SOLE
BAIDU INC,056752108,276607,25456142,SOLE
BANK AMERICA CORP,060505104,282564,11791396,DFND
BANK AMERICA CORP,060505104,6070381,253316999,SOLE
BARCLAYS PLC,06738E204,59296,910790,SOLE
BAXTER INTL INC,071813109,674825,23099260,DFND
BAXTER INTL INC,071813109,36097741,1235625674,SOLE
BREAD FINANCIAL HOLDINGS INC,018581108,728204,36468456,SOLE
BRISTOL-MYERS SQUIBB CO,110122108,246566,15038060,DFND
BRISTOL-MYERS SQUIBB CO,110122108,13212260,805815737,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,268195,27463168,SOLE
CAPITAL ONE FINL CORP,14040H105,93241,16718111,DFND
CAPITAL ONE FINL CORP,14040H105,5472871,981285770,SOLE
CBRE GROUP INC,12504L109,403622,52785685,SOLE
CENCORA INC,03073E105,980,272528,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,36174,13331204,DFND
CHARTER COMMUNICATIONS INC N,16119P108,2747293,1012459889,SOLE
CIA ENERGETICA DE MINAS GERA,204409601,1583394,2786773,SOLE
CIRRUS LOGIC INC,172755100,2327,231897,SOLE
CISCO SYS INC,17275R102,1829420,112893508,SOLE
CITIGROUP INC,172967424,239468,16999833,DFND
CITIGROUP INC,172967424,13092672,929448785,SOLE
CNO FINL GROUP INC,12621E103,2564793,106823628,SOLE
COGNIZANT TECHNOLOGY SOLUTIO,192446102,180764,13828446,DFND
COGNIZANT TECHNOLOGY SOLUTIO,192446102,16894308,1292414562,SOLE
COLUMBIA BKG SYS INC,197236102,1419939,35413279,SOLE
COMERICA INC,200340107,422573,24957161,SOLE
CONCENTRIX CORP,20602D101,2286864,127241113,SOLE
COREBRIDGE FINL INC,21871X109,262882,8299185,DFND
COREBRIDGE FINL INC,21871X109,7787720,245858320,SOLE
CREDICORP LTD,G2519Y108,1045374,194606824,SOLE
CVS HEALTH CORP,126650100,387600,26259900,DFND
CVS HEALTH CORP,126650100,17294774,1171720939,SOLE
DANA INC,235825205,1503526,20042002,SOLE
DELTA AIR LINES INC DEL,247361702,174364,7602270,DFND
DELTA AIR LINES INC DEL,247361702,4057248,176896013,SOLE
DIAMONDROCK HOSPITALITY CO,252784301,8603668,66420317,SOLE
DISCOVER FINL SVCS,254709108,1459,249051,SOLE
DISNEY WALT CO,254687106,2544,251093,SOLE
DOLLAR GEN CORP NEW,256677105,194509,17103176,DFND
DOLLAR GEN CORP NEW,256677105,12576033,1105810582,SOLE
DOUGLAS DYNAMICS INC,25960R105,2273003,52801860,SOLE
DOW INC,260557103,355607,12417796,DFND
DOW INC,260557103,24601378,859080120,SOLE
EBAY INC.,278642103,3860,261438,SOLE
ELEVANCE HEALTH INC,036752103,200980,87418261,SOLE
ENVISTA HOLDINGS CORPORATION,29415F104,2294257,39598876,SOLE
EQUINOR ASA,29446M102,9300,245986,SOLE
EQUITABLE HLDGS INC,29452E101,167106,8704552,DFND
EQUITABLE HLDGS INC,29452E101,5735251,298749225,SOLE
EXXON MOBIL CORP,30231G102,615423,73192257,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,234553,15264709,SOLE
FIFTH THIRD BANCORP,316773100,950851,37273359,SOLE
FMC CORP,302491303,560962,23666987,SOLE
FRESENIUS MEDICAL CARE AG,358029106,738968,18400303,DFND
FRESENIUS MEDICAL CARE AG,358029106,14638122,364489231,SOLE
GENERAL DYNAMICS CORP,369550108,278528,75921162,SOLE
GENESCO INC,371532102,992353,21067654,SOLE
GENPACT LIMITED,G3922B107,732142,36885314,SOLE
GENUINE PARTS CO,372460105,300987,35859591,SOLE
GILEAD SCIENCES INC,375558103,2662,298277,SOLE
GLOBAL PMTS INC,37940X102,143523,14053772,DFND
GLOBAL PMTS INC,37940X102,8190574,802021006,SOLE
GLOBE LIFE INC,37959E102,940880,123932714,SOLE
GOLDMAN SACHS GROUP INC,38141G104,136653,74652167,SOLE
HALLIBURTON CO,406216101,1591130,40366968,SOLE
HAVERTY FURNITURE COS INC,419596101,966081,19051117,SOLE
HCA HEALTHCARE INC,40412C101,114151,39444878,SOLE
HDFC BANK LTD,40415F101,512881,34075814,SOLE
HEALTHCARE RLTY TR,42226K105,2225789,37615834,SOLE
HELEN OF TROY LTD,G4388N106,756227,40450582,SOLE
HENRY SCHEIN INC,806407102,965733,66143053,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,1329111,13344274,SOLE
