Company,CUSIP,Shares,Value,Discretion,PutCall
ACADIA HEALTHCARE COMPANY IN,00404A109,95380,2891922,SOLE,
ACADIA HEALTHCARE COMPANY IN,00404A109,25480,772554,OTR,
ALIGHT INC,01626W101,775234,4597138,SOLE,
ALIGHT INC,01626W101,16136,95686,OTR,
ALIGHT INC,01626W101,208630,1237176,OTR,
BRIGHTHOUSE FINL INC,10922N103,132112,7661175,OTR,
BRIGHTHOUSE FINL INC,10922N103,2291979,132911862,SOLE,
BRIGHTHOUSE FINL INC,10922N103,377006,21862578,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,739655,14593393,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,2739452,54049388,SOLE,
CENTENE CORP DEL,15135B101,116280,7059359,OTR,
CENTENE CORP DEL,15135B101,431290,26183616,SOLE,
CNH INDL N V,N20944109,1755900,21562452,OTR,
CNH INDL N V,N20944109,6320640,77617459,SOLE,
CORE NATURAL RESOURCES INC,218937100,1730328,133408289,SOLE,
CORE NATURAL RESOURCES INC,218937100,478312,36877855,OTR,
COYA THERAPEUTICS INC,22407B108,383771,2482998,OTR,
COYA THERAPEUTICS INC,22407B108,1262669,8169468,SOLE,
DHT HOLDINGS INC,Y2065G121,5217574,54784527,SOLE,
DHT HOLDINGS INC,Y2065G121,1393360,14630280,OTR,
DOLLAR TREE INC,256746108,91990,6905689,OTR,
DOLLAR TREE INC,256746108,344370,25851856,SOLE,
GAIN THERAPEUTICS INC,36269B105,74000,141340,OTR,
GAIN THERAPEUTICS INC,36269B105,492130,939968,SOLE,
GALAPAGOS NV,36315X101,106683,2679877,OTR,
GALAPAGOS NV,36315X101,376063,9446703,SOLE,
GOPRO INC,38268T103,2458940,1630031,SOLE,
GOPRO INC,38268T103,364160,241402,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,896140,23263794,SOLE,
GRAPHIC PACKAGING HLDG CO,388689101,150960,3918922,OTR,
GREEN BRICK PARTNERS INC,392709101,8642507,503944583,SOLE,
GREEN BRICK PARTNERS INC,392709101,824876,48098520,OTR,
HP INC,40434L105,658210,18225835,OTR,
HP INC,40434L105,2360560,65363906,SOLE,
KATAPULT HOLDINGS INC,485859110,35600,317,OTR,
KATAPULT HOLDINGS INC,485859110,226627,2017,SOLE,
KYNDRYL HLDGS INC,50155Q100,869934,27315928,OTR,
KYNDRYL HLDGS INC,50155Q100,3265273,102529572,SOLE,
LIBERTY GLOBAL LTD,G61188101,1099830,12659043,OTR,
LIBERTY GLOBAL LTD,G61188101,4120672,47428935,SOLE,
NUVATION BIO INC,67080N119,100000,32000,OTR,
NUVATION BIO INC,67080N101,34995,61591,OTR,
PELOTON INTERACTIVE INC,70614W100,1062530,6715190,OTR,
PELOTON INTERACTIVE INC,70614W100,3940878,24906349,SOLE,
PENN ENTERTAINMENT INC,707569109,4718105,76952293,SOLE,
PENN ENTERTAINMENT INC,707569109,1335395,21780292,OTR,
PENN ENTERTAINMENT INC,707569109,214940,3505671,OTR,
ROIVANT SCIENCES LTD,G76279101,1166650,11771499,OTR,
ROIVANT SCIENCES LTD,G76279101,3932657,39680509,SOLE,
ROIVANT SCIENCES LTD,G76279101,341860,3449367,OTR,
SEADRILL LTD,G7997W102,1252168,31304200,SOLE,
SEADRILL LTD,G7997W102,336660,8416500,OTR,
SPDR GOLD TR,78463V107,8200,2362748,OTR,
SPDR GOLD TR,78463V107,171951,49545961,SOLE,
TD SYNNEX CORPORATION,87162W100,9740,1012570,OTR,
TD SYNNEX CORPORATION,87162W100,36475,3791941,SOLE,
TECK RESOURCES LTD,878742204,421070,15339580,OTR,
TECK RESOURCES LTD,878742204,1578930,57520420,SOLE,
TEVA PHARMACEUTICAL INDS LTD,881624209,122870,1888512,OTR,
TEVA PHARMACEUTICAL INDS LTD,881624209,445330,6844722,SOLE,
VANECK ETF TRUST,92189H607,9600,2516352,SOLE,
VANECK ETF TRUST,92189H607,2760,723451,OTR,
VANECK ETF TRUST,92189F106,59880,2752684,SOLE,
VANECK ETF TRUST,92189F106,16580,762183,OTR,
VIATRIS INC,92556V106,4976710,43347144,SOLE,
VIATRIS INC,92556V106,1024120,8920085,OTR,
WEATHERFORD INTL PLC,G48833118,356149,19071779,SOLE,
WEATHERFORD INTL PLC,G48833118,100490,5381240,OTR,
