Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,2167474,475912266,SOLE,
ARM HOLDINGS PLC,042068205,1098139,155375687,SOLE,
BROADCOM INC,11135F101,744776,245709050,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,969100,173207243,SOLE,
MAPLEBEAR INC,565394103,3324951,122225199,SOLE,
CONFLUENT INC,20717M103,11281793,223379502,SOLE,
COUPANG INC,22266T109,10024584,322791605,SOLE,
GEMINI SPACE STA INC,36866J105,1600000,38336000,SOLE,
ALPHABET INC,02079K305,313132,76122389,SOLE,
GRAB HOLDINGS LIMITED,G0370L116,3502000,1763607,SOLE,
ROBINHOOD MKTS INC,770700102,2596875,371820563,SOLE,
MERCADOLIBRE INC,58733R102,37841,88432147,SOLE,
META PLATFORMS INC,30303M102,1865938,1370307549,SOLE,
MICROSOFT CORP,594918104,1162092,601905552,SOLE,
NETSKOPE INC,64119N608,325000,7387250,SOLE,
NVIDIA CORPORATION,67066G104,7644898,1426385069,SOLE,
PDD HOLDINGS INC,722304102,1371680,181294946,SOLE,
PATTERN GROUP INC,70339W104,721430,9883591,SOLE,
SNOWFLAKE INC,833445109,2428384,547722012,SOLE,
SYNOPSYS INC,871607107,258280,127432770,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1068677,298470799,SOLE,
UBER TECHNOLOGIES INC,90353T100,5588792,547533952,SOLE,
ZILLOW GROUP INC,98954M200,2187421,168540788,SOLE,
