Company,CUSIP,Shares,Value,Discretion,PutCall
ANTERO MIDSTREAM,03676B102,18856,285000,SOLE,
ANTERO RESOURCES,03674X106,30156,1057000,SOLE,
APPLE INC,037833100,2792,699000,SOLE,
ASSURED GUARANTY,G0585R106,285573,25704165,SOLE,
BANK OF AMERICA,060505104,19430,854247,SOLE,
BAYER AG SPONS ADR,072730302,4506223,21989998,SOLE,
BP PLC,055622104,1192030,35236897,SOLE,
BRISTOL MYERS SQUIBB,110122108,690252,39040559,SOLE,
CIGNA GROUP,125523100,884,243740,SOLE,
CITIGROUP,172967424,906779,63828212,SOLE,
CSX,126408103,49820,1608000,SOLE,
DEUTSCHE BANK,D18190898,10000,170000,SOLE,
DISNEY,254687106,353026,39309240,SOLE,
EXXON MOBIL,30231G102,13974,1503000,SOLE,
FAIRFAX FINANCIAL,303901102,1018,1416000,SOLE,
FIRST NATL BK OF ALASKA,32112J106,6290,1467000,SOLE,
FLAGSTAR FINL INC,649445400,3559701,33212066,SOLE,
GARRETT MOTION,366505105,13218,119000,SOLE,
GENIE ENERGY,372284208,216944,3381859,SOLE,
GSK PLC,37733W105,884708,29921125,SOLE,
HALEON,405552100,203033,1936761,SOLE,
HOLOGIC,436440101,29591,2133617,SOLE,
IBM,459200101,1508,331113,SOLE,
IDT CORP CL B,448947507,238881,11351426,SOLE,
IDW MEDIA,44951N106,38498,11487,SOLE,
JP MORGAN CHASE,44625H100,2950,707000,SOLE,
LIFEWAY FOODS,531914109,10000,248000,SOLE,
MBIA,55262C100,10600,68476,SOLE,
MERCK,58933Y105,508908,50626737,SOLE,
MICROSOFT,594918104,1839,775425,SOLE,
NAM TAI PROPERTY INC F,G63907102,36040,171000,SOLE,
NAVIENT,63938C108,22000,292380,SOLE,
NOVARTIS ADR,66987V109,21181,2060772,SOLE,
ORANGE COUNTY BANCORP,68417l107,4000,222000,SOLE,
ORGANON,68622V106,1567273,23383367,SOLE,
PNC BANK,693475105,1673,323000,SOLE,
PFIZER,717081103,761090,20192000,SOLE,
PATTERSON ENERGY,703481101,1996371,16489546,SOLE,
PEPSICO,713448108,1800,274000,SOLE,
PEYTO EXP & DEV,717046106,19807,236000,SOLE,
PROCTOR & GAMBLE,742718109,1700,285000,SOLE,
PUBLIC SERVICE ENTERPRISE,744573106,4524,382000,SOLE,
RAFAEL HOLDING,75062E106,167461,276522,SOLE,
SEABOARD CORP,811543107,9018,21910457,SOLE,
SEI INVESTMENTS,784117103,5147,425000,SOLE,
TOURMANLINE OIL CORP,89156V106,17308,801000,SOLE,
TRINITY PLACE HOLDINGS,89656D101,604418,40342,SOLE,
VERIZON,92343V104,11476,459000,SOLE,
VIEWRAY,92672L107,353744,0,SOLE,
VOXX INTERNATIONAL,91829F104,114676,846070,SOLE,
WEBSTER FINL,947890109,32496,1794000,SOLE,
ZEDGE INC.,98923T104,89065,261359,SOLE,
