Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K107,3264022,545711838,DFND
AMAZON COM INC,023135106,3068090,571677210,DFND
APPLE INC,037833100,201738,47004954,DFND
ARAMARK,03852U106,1182142,45784360,DFND
ARCH CAP GROUP LTD,G0450A105,3171222,354796317,DFND
BOOKING HOLDINGS INC,09857L108,64312,270889861,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,7855661,671973242,DFND
CHUBB LIMITED,H1467J104,148764,42902050,DFND
CRH PLC,G25508105,4415658,409508123,DFND
EMBRAER S.A.,29082A107,3707524,131135124,DFND
FIRST CTZNS BANCSHARES INC N,31946M103,248807,458041247,DFND
FIRST SOLAR INC,336433107,348161,86845280,DFND
FISERV INC,337738108,2578485,463224830,DFND
FLUTTER ENTMT PLC,G3643J108,1815550,430793704,DFND
GE AEROSPACE,369604301,1956819,369016927,DFND
GE HEALTHCARE TECHNOLOGIES I,36266G107,5680021,533069971,DFND
GE VERNOVA INC,36828A101,597858,152441833,DFND
HILTON WORLDWIDE HLDGS INC,43300A203,405318,93425799,DFND
ICICI BANK LIMITED,45104G104,3963625,118314206,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,3382513,471387012,DFND
MARTIN MARIETTA MATLS INC,573284106,204674,110165781,DFND
MASTERCARD INCORPORATED,57636Q104,634704,313416835,DFND
META PLATFORMS INC,30303M102,1028489,588748243,DFND
MICROSOFT CORP,594918104,1720051,740137945,DFND
PROGRESSIVE CORP,743315103,2823894,716591341,DFND
RENAISSANCERE HLDGS LTD,G7496G103,1894412,516037829,DFND
SHARKNINJA INC,G8068L108,177193,19262651,DFND
UBER TECHNOLOGIES INC,90353T100,3380958,254112803,DFND
VERTEX PHARMACEUTICALS INC,92532F100,124045,57690849,DFND
VISA INC,92826C839,1180075,324461621,DFND
