Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,32376,9310043,SOLE,
ALPHABET INC,02079K107,311726,89421720,SOLE,
AMAZON COM INC,023135106,11451981,2385104083,SOLE,
BROOKFIELD CORP,11271J107,59697208,2415946008,SOLE,
HERTZ GLOBAL HLDGS INC,42806J700,15241127,70261595,SOLE,
HOWARD HUGHES HOLDINGS INC,44267T102,18852064,1192581569,SOLE,
META PLATFORMS INC,30303M102,2660861,1522358404,SOLE,
MICROSOFT CORP,594918104,5654078,2092970053,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,22645483,1673501194,SOLE,
SEAPORT ENTMT GROUP INC,812215200,5023780,107910794,SOLE,
UBER TECHNOLOGIES INC,90353T100,29958771,2154934398,SOLE,
