Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,1138542,116324836,SOLE,
ALPHABET INC,02079K107,638751,99792069,SOLE,
ASML HOLDING N V,N07059210,70571,46762462,SOLE,
AUTOZONE INC,053332102,37543,143143200,SOLE,
BOOKING HOLDINGS INC,09857L108,15969,73567746,SOLE,
DANAHER CORPORATION,235851102,691304,141717320,SOLE,
META PLATFORMS INC,30303M102,247057,142393773,SOLE,
PAYPAL HLDGS INC,70450Y103,858231,55999573,SOLE,
SEMRUSH HLDGS INC,81686C104,2256733,21055319,SOLE,
SPROUT SOCIAL INC,85209W109,2304414,50674064,SOLE,
WIX COM LTD,M98068105,319382,52180631,SOLE,
