Company,CUSIP,Shares,Value,Discretion,PutCall
ACV AUCTIONS INC,00091G104,12411800,99542636,SOLE,
AFFIRM HLDGS INC,00827B106,1384941,103081159,SOLE,
ALPHABET INC,02079K305,514339,160988107,SOLE,
AMAZON COM INC,023135106,687799,158757765,SOLE,
AMBIQ MICRO INC,023193105,696420,19847970,SOLE,
AMERICAN SUPERCONDUCTOR CORP,030111207,1044193,30051875,SOLE,
ASTERA LABS INC,04626A103,1611194,268038234,SOLE,
ATLASSIAN CORPORATION,049468101,398230,64569012,SOLE,
AUTOZONE INC,053332102,11620,39409230,SOLE,
AXON ENTERPRISE INC,05464C101,105469,59899009,SOLE,
CHIME FINL INC,16935C109,1503788,37850344,SOLE,
CIENA CORP,171779309,1428230,334020150,SOLE,
COHERENT CORP,19247G107,900000,166113000,SOLE,Call
COHERENT CORP,19247G107,1235246,227989354,SOLE,
COMPASS INC,20464U100,8723434,92206697,SOLE,
COREWEAVE INC,21873S108,606110,43403537,SOLE,
DICKS SPORTING GOODS INC,253393102,490828,97169219,SOLE,
ECHOSTAR CORP,278768106,901084,97947831,SOLE,
FERGUSON ENTERPRISES INC,31488V107,177917,39609662,SOLE,
GENERAC HLDGS INC,368736104,182765,24923663,SOLE,
GITLAB INC,37637K108,1000000,37530000,SOLE,Call
GITLAB INC,37637K108,3177083,119235925,SOLE,
INTEL CORP,458140100,483930,17857017,SOLE,
INVESCO QQQ TR,46090E103,3500000,2150085000,SOLE,Put
JFROG LTD,M6191J100,404276,25251079,SOLE,
LUMENTUM HLDGS INC,55024U109,382805,141098095,SOLE,
MASTERCARD INCORPORATED,57636Q104,45958,26236503,SOLE,
MERCADOLIBRE INC,58733R102,4501,9066184,SOLE,
MICRON TECHNOLOGY INC,595112103,700000,199787000,SOLE,Put
MICRON TECHNOLOGY INC,595112103,738916,210894016,SOLE,
MICROSOFT CORP,594918104,181468,87761554,SOLE,
NU HLDGS LTD,G6683N103,3272998,54789987,SOLE,
NVIDIA CORPORATION,67066G104,1925231,359055582,SOLE,
NVIDIA CORPORATION,67066G104,3500000,652750000,SOLE,Call
PERFORMANCE FOOD GROUP CO,71377A103,125901,11321018,SOLE,
PHILIP MORRIS INTL INC,718172109,405759,65083744,SOLE,
PURE STORAGE INC,74624M102,1500000,100515000,SOLE,Call
PURE STORAGE INC,74624M102,4177675,279946002,SOLE,
RALPH LAUREN CORP,751212101,127562,45107199,SOLE,
ROBLOX CORP,771049103,389571,31566938,SOLE,
ROCKET COS INC,77311W101,3602563,69745620,SOLE,
ROGERS CORP,775133101,171920,15742714,SOLE,
RUBRIK INC.,781154109,895029,68451818,SOLE,
SEA LTD,81141R100,275439,35137753,SOLE,
SEMTECH CORP,816850101,691591,50963341,SOLE,
SERVICETITAN INC,81764X103,792433,84394115,SOLE,
SNOWFLAKE INC,833445109,478754,105019477,SOLE,
TABOOLA.COM LTD,M8744T106,738210,3403148,SOLE,
TESLA INC,88160R101,186035,83663660,SOLE,
TWILIO INC,90138F102,716946,101978399,SOLE,
UNITY SOFTWARE INC,91332U101,3700000,163429000,SOLE,Call
UNITY SOFTWARE INC,91332U101,6625439,292645641,SOLE,
WARBY PARKER INC,93403J106,393085,8565322,SOLE,
WAYFAIR INC,94419L101,870864,87443454,SOLE,
WINGSTOP INC,974155103,390005,93012292,SOLE,
WIX COM LTD,M98068105,1247457,129598308,SOLE,
