Company,CUSIP,Shares,Value,Discretion
ACCENTURE PLC IRELAND,G1151C101,1175229,415420,SOLE
ALCON INC,H01301128,6157815,615634,SOLE
AMAZON COM INC,023135106,1488281,277311,SOLE
ANALOG DEVICES INC,032654105,1124286,258777,SOLE
BOOKING HLDGS INC,09857L108,75579,318348,SOLE
CADENCE DESIGN SYSTEM INC,127387108,198578,53821,SOLE
CANADIAN NATL RY CO,136375102,9911,1161,SOLE
COPART INC,217204106,3625764,189990,SOLE
EQUIFAX INC,294429105,549812,161568,SOLE
FAIR ISAAC CORP,303250104,222176,431803,SOLE
FERRARI N V,N3167Y103,649656,304375,SOLE
GENERAL ELECTRIC CO,369604301,2648246,499406,SOLE
INTERCONTINENTAL EXCHANGE INC,45866F104,2979588,478641,SOLE
INTUIT,461202103,548876,340852,SOLE
LINDE PLC,G54950103,353609,168622,SOLE
MARSH & MCLENNAN COS INC,571748102,1973234,440209,SOLE
MICROSOFT CORP,594918104,1265260,544441,SOLE
MOODYS CORP,615369105,683460,324363,SOLE
MSCI INC,55354G100,206096,120140,SOLE
PROCTER AND GAMBLE CO,742718109,1058026,183250,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,423473,261948,SOLE
VISA INC,92826C839,1790775,492374,SOLE
WARNER MUSIC GROUP CORP,934550203,6862125,214785,SOLE
WATERS CORP,941848103,790207,284388,SOLE
ZOETIS INC,98978V103,1492138,291534,SOLE
