Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2124130,328475463,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2108540,465649974,SOLE,
CANTALOUPE INC,138103106,7180000,56506600,SOLE,
COUPANG INC,22266T109,13017964,285483951,SOLE,
ENERGY TRANSFER L P,29273V100,6205777,115365394,SOLE,
LITHIA MTRS INC,536797103,2444678,717610780,SOLE,
LOAR HOLDINGS INC,53947R105,37427917,2644282336,SOLE,
META PLATFORMS INC,30303M102,394755,227520992,SOLE,
NUVATION BIO INC,67080N101,3811513,6708263,SOLE,
SOMNIGROUP INTERNATIONAL INC,88023U101,5845246,350013330,SOLE,
U HAUL HOLDING COMPANY,023586506,3251469,192421935,SOLE,
U HAUL HOLDING COMPANY,023586100,36401,2379169,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,243587263,SOLE,
