Company,CUSIP,Shares,Value,Discretion,PutCall
58 COM INC,31680q104,5299948,187565,SOLE,
AFFILIATED MANAGERS GROUP,008252108,16645,2729,SOLE,
ALIBABA GROUP HLDG LTD,01609w102,3335,360,SOLE,
ALIGN TECHNOLOGY INC,016255101,47593,5459,SOLE,
ALPHABET INC,02079K305,376999,319620,SOLE,
ALPHABET INC,02079K107,403179,334461,SOLE,
AMAZON COM INC,023135106,441116,391067,SOLE,
AMERICAN ELEC PWR INC,025537101,14390,966,SOLE,
AMERICAN EXPRESS CO,025816109,15172,1200,SOLE,
ARCH CAP GROUP LTD,g0450a105,9158,868,SOLE,
ATHENAHEALTH INC,04685w103,302156,34050,SOLE,
BAIDU INC,056752108,2644679,456260,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,4102,1024885,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,2777775,463000,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,5408465,80586,SOLE,
CAPITAL ONE FINL CORP,14040H105,1619813,140373,SOLE,
CARMAX INC,143130102,9703590,574647,SOLE,
CATERPILLAR INC DEL,149123101,2918,271,SOLE,
CENTRAL SECS CORP,155123102,8564,205,SOLE,
CHARTER COMMUNICATIONS INC N,16119p108,15892,5202,SOLE,
CHIPOTLE MEXICAN GRILL INC,169656105,515909,229848,SOLE,
COCA COLA CO,191216100,51730,2195,SOLE,
COSTCO WHSL CORP NEW,22160k105,29638,4970,SOLE,
CREDIT ACCEP CORP MICH,225310101,965117,192454,SOLE,
CRESUD S A C I F Y A,226406106,616883,12381,SOLE,
CVS HEALTH CORP,126650100,12701,997,SOLE,
D R HORTON INC,23331a109,455000,15156,SOLE,
DANAHER CORP DEL,235851102,1664622,142375,SOLE,
DENTSPLY SIRONA INC,24906P109,8721237,544554,SOLE,
DISNEY WALT CO,254687106,1882,213,SOLE,
EDISON INTL,281020107,42900,3415,SOLE,
EMCOR GROUP INC,29084q100,1405115,88452,SOLE,
ETSY INC,29786a106,985000,10471,SOLE,
EXPEDITORS INTL WASH INC,302130109,7464,422,SOLE,
EXXON MOBIL CORP,30231g102,39293,3222,SOLE,
FACEBOOK INC,30303m102,304624,43272,SOLE,
FASTENAL CO,311900104,4457511,229562,SOLE,
FIAT CHRYSLER AUTOMOBILES N,n31738102,10007912,109386,SOLE,
GOLDMAN SACHS GROUP INC,38141g104,620624,142570,SOLE,
GRAHAM HLDGS CO,384637104,2000,1199,SOLE,
HDFC BANK LTD,40415f101,13271,998,SOLE,
IAC INTERACTIVECORP,44919P508,1205275,88853,SOLE,
IDEXX LABS INC,45168D104,24618,3806,SOLE,
INTERACTIVE BROKERS GROUP IN,45841n107,1001923,34787,SOLE,
INTERNATIONAL BUSINESS MACHS,459200101,2730,475,SOLE,
IRSA INVERSIONES Y REP S A,450047204,465000,11397,SOLE,
JACOBS ENGR GROUP INC DEL,469814107,4838346,267464,SOLE,
JD COM INC,47215P106,3000000,93330,SOLE,
JOHNSON & JOHNSON,478160104,4240,528,SOLE,
JPMORGAN CHASE & CO,46625h100,8694,764,SOLE,
JPMORGAN CHASE & CO,46634e114,600000,27786,SOLE,
LENNOX INTL INC,526107107,10593,1772,SOLE,
LIBERTY GLOBAL PLC,g5480u104,222140,7968,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229870,127121,4157,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229854,11952990,388606,SOLE,
M & T BK CORP,55261f104,2000,309,SOLE,
MASTERCARD INCORPORATED,57636q104,4835576,543857,SOLE,
MCDONALDS CORP,580135101,12845,1665,SOLE,
MEDTRONIC PLC,G5960L103,3000,242,SOLE,
MERITAGE HOMES CORP,59001a102,315000,11592,SOLE,
MICROSOFT CORP,594918104,15100,994,SOLE,
MOHAWK INDS INC,608190104,1319239,302752,SOLE,
NOVO-NORDISK A S,670100205,38770,1329,SOLE,
O REILLY AUTOMOTIVE INC NEW,67103h107,1757662,474288,SOLE,
OMNICOM GROUP INC,681919106,2143140,184760,SOLE,
PEPSICO INC,713448108,4041,452,SOLE,
PERRIGO CO PLC,G97822103,617478,40994,SOLE,
PHILIP MORRIS INTL INC,718172109,2000,226,SOLE,
PRICELINE GRP INC,741503403,125019,222530,SOLE,
PRIMERICA INC,74164M108,2508752,206219,SOLE,
PROCTER AND GAMBLE CO,742718109,50175,4508,SOLE,
PROGRESSIVE CORP OHIO,743315103,18807,737,SOLE,
RYANAIR HLDGS PLC,783513203,5225,434,SOLE,
SCHWAB CHARLES CORP NEW,808513105,8122740,331489,SOLE,
SIGNET JEWELERS LIMITED,G81276100,67736,4692,SOLE,
THIRD PT REINS LTD,g8827u100,3029190,36653,SOLE,
TIFFANY & CO NEW,886547108,3648,348,SOLE,
TIME WARNER INC,887317303,46578,4551,SOLE,
TJX COS INC NEW,872540109,9382756,741988,SOLE,
TOLL BROTHERS INC,889478103,270000,9750,SOLE,
TRIMBLE INC,896239100,13093,419,SOLE,
TRUPANION INC,898202106,1795300,25529,SOLE,
UNION PAC CORP,907818108,46235,4897,SOLE,
VISA INC,92826C839,1676605,149000,SOLE,
WATERS CORP,941848103,1669196,260912,SOLE,
WAYFAIR INC,94419L101,515525,20874,SOLE,
WELLS FARGO & CO NEW,949746101,4928290,274309,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,59742,4876,SOLE,
