Company,CUSIP,Shares,Value,Discretion
ALIBABA GROUP HLDG LTD,01609W102,47500,5400,SOLE
ALPHABET INC,02079K305,800,1743,SOLE
AMERICAN EXPRESS CO,025816109,210000,29110,SOLE
BK OF AMERICA CORP,060505104,767845,23903,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,30,12269,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,140600,38387,SOLE
DAILY JOURNAL CORP,233912104,11500,2976,SOLE
FERRARI N V,N3167Y103,80000,14694,SOLE
MASTERCARD INCORPORATED,57636Q104,65750,20743,SOLE
MICRON TECHNOLOGY INC,595112103,200000,11056,SOLE
MOODYS CORP,615369105,27000,7343,SOLE
SERITAGE GROWTH PPTYS,81752R100,500000,2605,SOLE
