Company,CUSIP,Shares,Value,Discretion,PutCall
AERSALE CORPORATION,00810F106,208726,1709466,SOLE,
ALLEGIANT TRAVEL CO,01748X102,34186,2077483,SOLE,
ALPHABET INC,02079K107,1483648,361342470,SOLE,
ALPHABET INC,02079K305,2422319,588865749,SOLE,
AMAZON COM INC,023135106,1436376,315385078,SOLE,
ANALOG DEVICES INC,032654105,1995126,490202458,SOLE,
AVANTOR INC,05352A100,4070978,50805805,SOLE,
BECTON DICKINSON & CO,075887109,936257,175239223,SOLE,
BIO RAD LABS INC,090572207,394414,110589741,SOLE,
BROADCOM INC,11135F101,114719,37846945,SOLE,
CARMAX INC,143130102,2481461,111343155,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,646100,177745341,SOLE,
CITIGROUP INC,172967424,3779115,383580172,SOLE,
COMCAST CORP NEW,20030N101,11238728,353120834,SOLE,
DARLING INGREDIENTS INC,237266101,52447,1619039,SOLE,
DELL TECHNOLOGIES INC,24703L202,418505,59331454,SOLE,
DOUGLAS EMMETT INC,25960P109,5334173,83053074,SOLE,
EASTERN BANKSHARES INC,27627N105,85883,1558776,SOLE,
ECHOSTAR CORP,278768106,480826,36715873,SOLE,
ECHOSTAR CORP,278768106,47000,3588920,SOLE,Put
ECHOSTAR CORP,278768AB2,40000000,98400000,SOLE,
META PLATFORMS INC,30303M102,710995,522140508,SOLE,
FERGUSON ENTERPRISES INC,31488V107,916385,205801743,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,2866091,153020598,SOLE,
GULFPORT ENERGY CORP,402635502,171812,31094536,SOLE,
HOWMET AEROSPACE INC,443201108,325984,63967840,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4903862,301783667,SOLE,
ISHARES TR,46436E718,36572,3682800,SOLE,
JEFFERIES FINL GROUP INC,47233W109,2580283,168802114,SOLE,
KINDER MORGAN INC DEL,49456B101,4003122,113328384,SOLE,
LPL FINL HLDGS INC,50212V100,443503,147549013,SOLE,
LAUREATE EDUCATION INC,518613203,216012,6813018,SOLE,
MARAVAI LIFESCIENCES HLDGS I,56600D107,884883,2539614,SOLE,
MARRIOTT INTL INC NEW,571903202,450765,117397237,SOLE,
NCR VOYIX CORPORATION,62886E108,3908807,49055528,SOLE,
NOV INC,62955J103,7946901,105296438,SOLE,
NCR ATLEOS CORPORATION,63001N106,2040700,80219917,SOLE,
NETFLIX INC,64110L106,1640,1966229,SOLE,
PG&E CORP,69331C108,1121221,16908013,SOLE,
PAR PAC HOLDINGS INC,69888T207,56034,1984724,SOLE,
PIONEER BANCORP INC MD,723561106,166974,2180680,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,2668961,SOLE,
QUANEX BLDG PRODS CORP,747619104,166231,2363805,SOLE,
RESERVOIR MEDIA INC,76119X105,329066,2678597,SOLE,
RUSH ENTERPRISES INC,781846209,159094,8506756,SOLE,
STAGWELL INC,85256A109,1191918,6710498,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,214946,104253109,SOLE,
TIDEWATER INC NEW,88642R109,94961,5064270,SOLE,
UBER TECHNOLOGIES INC,90353T100,934963,91598325,SOLE,
UNITI GROUP LLC,912932100,25235,154438,SOLE,
UPWORK INC,91688F104,104881,1947640,SOLE,
VAIL RESORTS INC,91879Q109,1012933,151504389,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,17965,2475577,SOLE,
VORNADO RLTY TR,929042109,1676513,67949072,SOLE,
WABTEC,929740108,436663,87537832,SOLE,
WAYFAIR INC,94419LAF8,4934000,4835320,SOLE,
WELLS FARGO CO NEW,949746101,1291639,108265181,SOLE,
AON PLC,G0403H108,654445,233361998,SOLE,
ICON PLC,G4705A100,974325,170506875,SOLE,
TE CONNECTIVITY PLC,G87052109,2119163,465219853,SOLE,
ORION S.A.,L72967109,417388,3163801,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,765060,174227114,SOLE,
