Company,CUSIP,Shares,Value,Discretion
ALPHABET INC-CL A,02079K305,4285110,646751652,SOLE
AMAZON.COM INC,023135106,4204460,758400495,SOLE
CHARTER COMMUNICATIONS INC-A,16119P108,504868,146729787,SOLE
MASTERCARD INC-CLASS A,57636Q104,267033,128595082,SOLE
MICROSOFT CORP,594918104,1754186,738021134,SOLE
MOODYS CORP,615369105,800135,314477059,SOLE
TRANSDIGM GROUP INC,893641100,1156398,1424219777,SOLE
VISA INC-CLASS A SHRS,92826C839,1778383,496311128,SOLE
