Company,CUSIP,Shares,Value,Discretion
AGCO Corporation,001084102,2041981,199828261,SOLE
"Alexandria Real Estate Equities, Inc.",015271109,142057,16869269,SOLE
"Alibaba Group Holding Ltd., ADR",01609W102,127784,13560438,SOLE
"Alphabet Inc., Class A",02079K305,3062607,507933399,SOLE
"Alphabet Inc., Class C",02079K107,665676,111294370,SOLE
"Amazon.com, Inc.",023135106,4062415,756949787,SOLE
American Express Co.,025816109,287548,77983125,SOLE
American Homes 4 Rent - Class A,02665T306,218090,8372475,SOLE
American Tower Corp,03027X100,75940,17660606,SOLE
"Applied Materials, Inc.",038222105,4112767,830984486,SOLE
"AvalonBay Communities, Inc.",053484101,56610,12751403,SOLE
Bank of America Corp.,060505104,1169687,46413180,SOLE
Bank of N.T. Butterfield & Son Limited,G0772R208,1070712,39487859,SOLE
Bank of New York Mellon Corp.,064058100,5366975,385670854,SOLE
"Berkshire Hathaway Inc., Class A",084670108,1617,1117638060,SOLE
"Berkshire Hathaway Inc., Class B",084670702,746965,343798111,SOLE
"Brixmor Property Group, Inc.",11120U105,494490,13776491,SOLE
"BXP, Inc.",101121101,152800,12294288,SOLE
Camden Property Trust,133131102,69820,8624865,SOLE
Capital One Financial Corp.,14040H105,9628400,1441660396,SOLE
Charles Schwab Corp.,808513105,299705,19423881,SOLE
Chubb Ltd.,H1467J104,1178336,339820375,SOLE
Cigna Group,125523100,1439871,498828910,SOLE
"Clear Secure, Inc.",18467V109,592587,19638333,SOLE
"Community Healthcare Trust, Inc.",20369C106,215630,3913685,SOLE
ConocoPhillips,20825C104,1407562,148188127,SOLE
"Coupang, Inc., Class A",22266T109,5940678,145843645,SOLE
"Cousins Properties, Inc.",222795502,620015,18278042,SOLE
"Crown Castle, Inc.",22822V101,41550,4929077,SOLE
"Crown Holdings, Inc.",228368106,8570,821692,SOLE
CVS Health Corporation,126650100,367512,23109155,SOLE
Darling Ingredients Inc.,237266101,2831571,105221179,SOLE
Davis Select Financial ETF,23908L108,2128485,78728411,SOLE
Davis Select International ETF,23908L405,3866428,92853761,SOLE
Davis Select U.S. Equity ETF,23908L207,3385789,141119674,SOLE
Davis Select Worldwide ETF,23908L306,1916112,72621291,SOLE
"Digital Realty Trust, Inc.",253868103,101175,16373150,SOLE
"Douglas Emmett, Inc",25960P109,124690,2190803,SOLE
"Eastgroup Properties, Inc.",277276101,39660,7409281,SOLE
"Equinix, Inc.",29444U700,19328,17156113,SOLE
Equity Residential,29476L107,101105,7528278,SOLE
"Essex Property Trust, Inc.",297178105,33451,9882094,SOLE
"Everest Group, Ltd.",G3223R108,38883,15235526,SOLE
"Extra Space Storage, Inc.",30225T102,61495,11080784,SOLE
Federal Realty Investment Trust,313745101,60520,6957984,SOLE
Fifth Third Bancorp,316773100,2435536,104338362,SOLE
"Healthpeak Properties, Inc.",42250P103,250166,5721296,SOLE
Highwoods Properties Inc.,431284108,157100,5264421,SOLE
Hudson Pacific Properties Inc.,444097109,1213023,5798250,SOLE
Humana Inc.,444859102,2309557,731529084,SOLE
IAC Inc.,44891N208,2702142,145429283,SOLE
Intel Corp.,458140100,12623929,296157372,SOLE
iShares S&P 500 Value Index Fund,464287408,12698,2503665,SOLE
"JD.com Inc., Class A, ADR",47215P106,867641,34705640,SOLE
Johnson Controls International plc,G51502105,463669,35985351,SOLE
JPMorgan Chase & Co.,46625H100,1399528,295104487,SOLE
"KE Holdings Inc., Class A, ADR",482497104,5880528,117081312,SOLE
Lam Research Corp.,512807108,1228,1002146,SOLE
"Liberty Formula One, Series A",531229771,9590,685973,SOLE
Loews Corp.,540424108,605243,47844459,SOLE
M & T Bank Corp,55261F104,48565,8650398,SOLE
"Markel Group, Inc",570535104,289600,454260768,SOLE
"Meta Platforms, Inc., Class A",30303M102,2714886,1554109096,SOLE
MGM Resorts International,552953101,19038296,744206991,SOLE
Microsoft Corp.,594918104,258140,111077642,SOLE
"Mid-America Apartment Communities, Inc.",59522J103,35660,5666374,SOLE
"Noah Holdings Ltd., Class A, ADS",65487X102,1666249,20544851,SOLE
Oracle Corporation,68389X105,138268,23560867,SOLE
Owens Corning,690742101,2153295,380099633,SOLE
"PNC Financial Services Group, Inc.",693475105,501736,92745900,SOLE
"Prologis, Inc.",74340W103,246846,31171713,SOLE
"Public Storage, Inc.",74460D109,54520,19838192,SOLE
Quest Diagnostics Inc.,74834L100,2399103,372460741,SOLE
