Company,CUSIP,Shares,Value,Discretion
AMERICAN TOWER CORP NEW,03027X100,6197825,1224628242,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,16490,6934375,SOLE
BROOKFIELD ASSET MANAGMT LTD,113004105,63000,2647260,SOLE
BROOKFIELD CORP,11271J107,17958415,751918836,SOLE
CCC INTELLIGENT SOLUTIONS HL,12510Q100,7000000,83720000,SOLE
CARMAX INC,143130102,2701829,235356324,SOLE
COSTAR GROUP INC,22160N109,7261626,701473072,SOLE
DANAHER CORPORATION,235851102,1775400,443352888,SOLE
DIGITALBRIDGE GROUP INC,25401T603,4109005,79180525,SOLE
DOLLAR TREE INC,256746108,2229,296791,SOLE
GOOSEHEAD INS INC,38267D109,243672,16233429,SOLE
KKR & CO L P DEL,48251w104,14879551,1496585195,SOLE
MASTERCARD INCORPORATED,57636Q104,4610292,2220178318,SOLE
MOODYS CORP,615369105,4452967,1750149620,SOLE
OREILLY AUTOMOTIVE INC,67103H107,988414,1115800796,SOLE
ROPER TECHNOLOGIES INC,776696106,1544700,866329548,SOLE
SBA COMMUNICATIONS CORP NEW,78410G104,180629,39142304,SOLE
UBER TECHNOLOGIES INC,90353T100,1775000,136657250,SOLE
VERISK ANALYTICS INC,92345Y106,17325,4084022,SOLE
VISA INC,92826C839,3271740,913077199,SOLE
