Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1526802,SOLE,
AbbVie Inc,00287Y109,12410,2600143,SOLE,
Alphabet Inc Cl A,02079K305,15611,2414085,SOLE,
Alphabet Inc Cl C,02079K107,5106605,797804899,SOLE,
Altria Group Inc,02209S103,246648,14803820,SOLE,
American Express,025816109,13658,3674685,SOLE,
Apple Inc,037833100,5249,1165960,SOLE,
Berkshire Hathaway Inc Cl A,084670108,1657,1323017731,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1180608,628768209,SOLE,
BP PLC ADR,055622104,6300,212881,SOLE,
Brown-Forman Corp Cl A,115637100,1870922,62619772,SOLE,
Brown-Forman Corp Cl B,115637209,820796,27857831,SOLE,
Chevron Corp,166764100,4217,705390,SOLE,
Coca-Cola,191216100,13640,976897,SOLE,
Comcast Corp New Cl A,20030N101,2616811,96560333,SOLE,
Costco Whsl Corp,22160K105,4637,4386010,SOLE,
Crane Company,224408104,60305,9237520,SOLE,
Disney Walt Productions,254687106,2943,290488,SOLE,
Doordash Inc Cl A,25809K105,793665,145058152,SOLE,
Dover Corp,260003108,21951,3856352,SOLE,
Exxon Mobil Corp,30231G102,189469,22533582,SOLE,
FB Bancorp Inc,31425A109,70000,788200,SOLE,
Fomento Economico Mex Sponsore,344419106,3398,331577,SOLE,
Fulton Finl Corp,360271100,69700,1260873,SOLE,
Generac Holdings Inc,368736104,8250,1044863,SOLE,
Heineken Holding NV ADR,423008101,6260,226192,SOLE,
Herc Holdings Inc,42704l104,9450,1268852,SOLE,
Hormel Foods Corp,440452100,46081,1425746,SOLE,
Hyatt Hotels Corp Cl A,448579102,11675,1430188,SOLE,
J.P. Morgan Chase,46625H100,1043354,255934794,SOLE,
JBT Marel Corp,477839104,7250,885950,SOLE,
Lamar Advertising Co-A,512816109,5974,679722,SOLE,
Levi Strauss & Co Cl A,52736r102,67725,1055833,SOLE,
Markel Corp,570535104,8276,15472892,SOLE,
Martin Marietta Materials,573284106,714252,341505138,SOLE,
Mastercard Inc Cl A,57636Q104,1716374,940779026,SOLE,
McCormick Inc,579780206,42626,3508546,SOLE,
McDonalds Corp,580135101,705,220221,SOLE,
Merck Inc,58933Y105,2763,248013,SOLE,
Microsoft Corp,594918104,4620,1734302,SOLE,
Nestle SA Sponsored ADR,641069406,6143739,621562097,SOLE,
Netflix Inc,64110L106,558412,520735942,SOLE,
Oracle Corp,68389X105,3475,485840,SOLE,
Outfront Media Inc,69007J304,17706,285775,SOLE,
Pepsico Inc,713448108,10979,1646173,SOLE,
Philip Morris International In,718172109,5016631,796289881,SOLE,
PNC Bank Corp,693475105,4950,870062,SOLE,
Procter & Gamble,742718109,11000,1874620,SOLE,
Ralph Lauren Corp Cl A,751212101,4100,905034,SOLE,
Truist Financial Corp,89832Q109,9692,398826,SOLE,
Uber Technologies Inc,90353T100,4431675,322891841,SOLE,
Union Pac Corp,907818108,24588,5808558,SOLE,
Unum Group,91529Y106,3800,309548,SOLE,
Visa Inc Cl A,92826C839,130701,45805472,SOLE,
Vulcan Materials,929160109,18737,4371342,SOLE,
Wal Mart Stores Inc,931142103,10240,898970,SOLE,
Warby Parker Inc Cl A,93403j106,51650,941580,SOLE,
Wells Fargo,949746101,62901,4515657,SOLE,
Yeti Holdings Inc,98585x104,32500,1075750,SOLE,
Anheuser-Busch InBev SA,B639CJ108,338650,20821890,SOLE,
Ashtead Group PLC,G05320109,5514309,295095461,SOLE,
Carlsberg B A/S,K36628137,10307,1308465,SOLE,
Cofide SPA,T19404101,251250,148999,SOLE,
Compagnie Financiere Richemont,H25662182,3788649,654957744,SOLE,
Davide Campari-Milano NV,N24565108,235151,1375211,SOLE,
De'Longhi,t3508h102,35250,1159827,SOLE,
Demant A/S,k3008m105,40250,1347358,SOLE,
Diageo PLC,G42089113,8077,210019,SOLE,
Electrolux Professional,w2457w116,175500,1091950,SOLE,
Fielmann,d2617n114,22300,1008102,SOLE,
Fluidra,e52619108,50500,1181555,SOLE,
H&M,w41422101,88000,1155071,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,166063,SOLE,
Heineken Holding NV,N39338194,8139838,588228486,SOLE,
Heineken NV,N39427211,15131,1232049,SOLE,
Konecranes,x4550j108,23650,1502148,SOLE,
Lindt & Spruengli AG - Reg,H49983176,16,2094151,SOLE,
Loreal SA,F58149133,4086,1513236,SOLE,
Lotus Bakeries,b5783h102,130,1152897,SOLE,
LT Group Inc,Y5342M100,1775000,377798,SOLE,
Nestle SA-REG,H57312649,11285,1139533,SOLE,
Pernod Ricard,F72027109,2882247,284129177,SOLE,
Puig Brands,e8s64t107,68000,1156160,SOLE,
Rational AG,d6349p107,975,805694,SOLE,
SSP Group,g8402n125,548000,1060289,SOLE,
Swiss Helvetia FD Inc,870875101,293403,2705177,SOLE,
