Company,CUSIP,Shares,Value,Discretion,PutCall
ANHEUSER BUSCH INBEV SA/NV,03524A108,1703000,99029450,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,24620202,10015498174,SOLE,
CANADIAN NATL RY CO,136375102,54826786,6476688230,SOLE,
CATERPILLAR INC,149123101,7353614,2449488823,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,6214719,533471479,SOLE,
COUPANG INC,22266T109,9248045,193746543,SOLE,
CROWN CASTLE INC,22822V101,1420072,138741034,SOLE,
DANAHER CORPORATION,235851102,373000,93194050,SOLE,
DEERE & CO,244199105,3557378,1329143142,SOLE,
ECOLAB INC,278865100,5218044,1241894472,SOLE,
FEDEX CORP,31428X106,1534362,460063102,SOLE,
HORMEL FOODS CORP,440452100,2195290,66934392,SOLE,
KRAFT HEINZ CO,500754106,2622600,84500172,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,592406,111449341,SOLE,
MICROSOFT CORP,594918104,34889597,15593905379,SOLE,
ON HLDG AG,H5919C104,500000,19400000,SOLE,
SCHRODINGER INC,80810D103,6981664,135025382,SOLE,
UNITED PARCEL SERVICE INC,911312106,755089,103333930,SOLE,
VERALTO CORP,92338C103,124333,11870072,SOLE,
VROOM INC,92918V208,31250,291250,SOLE,
WALMART INC,931142103,9090477,615516198,SOLE,
WASTE CONNECTIONS INC,94106B101,2149175,376879328,SOLE,
WASTE MGMT INC DEL,94106L109,35234344,7516894949,SOLE,
