Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,9230000,1220482900,SOLE,
ALPHABET INC,02079K107,2010000,314022300,SOLE,
AMAZON COM INC,023135106,2510000,477552600,SOLE,
APPLE INC,037833100,1250000,277662500,SOLE,Put
ASML HOLDING N V,N07059210,70000,46384100,SOLE,
BAIDU INC,056752108,775000,71323250,SOLE,
BLOCK INC,852234103,75000,4074750,SOLE,
BROADCOM INC,11135F101,130000,21765900,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2200000,55000000,SOLE,
CORNING INC,219350105,1743629,79823336,SOLE,
DEUTSCHE BANK A G,D18190898,3750000,89362500,SOLE,
ENERGY TRANSFER L P,29273V100,4957235,92154999,SOLE,
EXPAND ENERGY CORPORATION,165167172,117321,12348035,SOLE,
EXPAND ENERGY CORPORATION,165167180,65398,6460014,SOLE,
ISHARES TR,464287184,5600000,200704000,SOLE,
JD.COM INC,47215P106,8050000,331016000,SOLE,
KE HLDGS INC,482497104,1900000,38171000,SOLE,
KRANESHARES TRUST,500767306,4000000,139640000,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,300000,62793000,SOLE,
LAM RESEARCH CORP,512807306,500000,36350000,SOLE,
LAS VEGAS SANDS CORP,517834107,590000,22791700,SOLE,
LYFT INC,55087P104,9000000,106830000,SOLE,
META PLATFORMS INC,30303M102,550000,316998000,SOLE,
MICRON TECHNOLOGY INC,595112103,400000,34756000,SOLE,
MICROSOFT CORP,594918104,510000,191448900,SOLE,
MPLX LP,55336V100,578500,30961320,SOLE,
NRG ENERGY INC,629377508,2050000,195693000,SOLE,
NVIDIA CORPORATION,67066G104,300000,32514000,SOLE,
ORACLE CORP,68389X105,700000,97867000,SOLE,
PDD HOLDINGS INC,722304102,4370000,517189500,SOLE,
QUALCOMM INC,747525103,350000,53763500,SOLE,
SPDR SER TR,78468R796,4500000,2517255000,SOLE,Put
TAIWAN SEMICONDUCTOR MFG LTD,874039100,270000,44820000,SOLE,
UBER TECHNOLOGIES INC,90353T100,3200000,233152000,SOLE,
UNITEDHEALTH GROUP INC,91324P102,175000,91656250,SOLE,
VANECK ETF TRUST,92189F676,100000,21147000,SOLE,Put
VISTRA CORP,92840M102,2300000,270112000,SOLE,
WYNN RESORTS LTD,983134107,320000,26720000,SOLE,
