Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED MICRO DEVICES INC,007903107,1200000,144948000,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,11843158,1004181367,SOLE,
ALPHABET INC,02079K107,1881963,358401034,SOLE,
AMAZON COM INC,023135106,2600000,570414000,SOLE,
ANTERO RESOURCES CORP,03674X106,840000,29442000,SOLE,
ASML HOLDING N V,N07059210,160000,110892800,SOLE,
BAIDU INC,056752108,1527909,128818008,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2200000,73524000,SOLE,
CORNING INC,219350105,1500000,71280000,SOLE,
ENERGY TRANSFER L P,29273V100,4914735,96279659,SOLE,
EQT CORP,26884L109,800000,36888000,SOLE,
EXPAND ENERGY CORPORATION,165167172,250000,22728750,SOLE,
EXPAND ENERGY CORPORATION,165167180,150000,12828000,SOLE,
EXPAND ENERGY CORPORATION,165167735,295000,29367250,SOLE,
FEDEX CORP,31428X106,350000,98465500,SOLE,
INTEL CORP,458140100,1000000,20050000,SOLE,
ISHARES TR,464287184,6637128,202034176,SOLE,
JD.COM INC,47215P106,10465885,362852233,SOLE,
KE HLDGS INC,482497104,2574074,47414443,SOLE,
KRANESHARES TRUST,500767306,4575695,133793322,SOLE,
LAM RESEARCH CORP,512807306,1250000,90287500,SOLE,
LAS VEGAS SANDS CORP,517834107,900000,46224000,SOLE,
LYFT INC,55087P104,13500000,174150000,SOLE,
META PLATFORMS INC,30303M102,490000,286899900,SOLE,
MICRON TECHNOLOGY INC,595112103,1200000,100992000,SOLE,
MICROSOFT CORP,594918104,970000,408855000,SOLE,
MPLX LP,55336V100,578500,27687010,SOLE,
NRG ENERGY INC,629377508,1815000,163749300,SOLE,
NVIDIA CORPORATION,67066G104,680001,91317334,SOLE,
ORACLE CORP,68389X105,1400000,233296000,SOLE,
PDD HOLDINGS INC,722304102,5356132,519491243,SOLE,
QUALCOMM INC,747525103,800000,122896000,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,250000,49372500,SOLE,
UBER TECHNOLOGIES INC,90353T100,1500000,90480000,SOLE,
UNITEDHEALTH GROUP INC,91324P102,174500,88272570,SOLE,
VISTRA CORP,92840M102,2700000,372249000,SOLE,
WYNN RESORTS LTD,983134107,500000,43080000,SOLE,
