Company,CUSIP,Shares,Value,Discretion
ASML HOLDING N V,N07059210,62903,64332785,SOLE
ASPEN TECHNOLOGY INC,29109X106,295485,58692186,SOLE
FAIR ISAAC CORP,303250104,877748,1306668338,SOLE
INTUIT,461202103,444881,292380242,SOLE
MASTERCARD INCORPORATED,57636Q104,1484772,655022016,SOLE
MOODYS CORP,615369105,1218410,512865321,SOLE
S&P GLOBAL INC,78409V104,1655561,738380206,SOLE
VISA INC,92826C839,912017,239377102,SOLE
