Company,CUSIP,Shares,Value,Discretion,PutCall
ADT INC DEL,00090Q103,41641,336043,OTR,
ADT INC DEL,00090Q103,892484,7202346,OTR,
ADT INC DEL,00090Q103,20624175,166437092,SOLE,
ADTALEM GLOBAL ED INC,00737L103,4167,431159,OTR,
ADTALEM GLOBAL ED INC,00737L103,62901,6508366,OTR,
ADTALEM GLOBAL ED INC,00737L103,1830560,189408043,SOLE,
AFFILIATED MANAGERS GROUP IN,008252108,54515,15715584,OTR,
AFFILIATED MANAGERS GROUP IN,008252108,1127708,325095662,SOLE,
AFLAC INC,001055102,2220,244799,OTR,
AFLAC INC,001055102,209852,23140380,SOLE,
ALGONQUIN PWR UTILS CORP,015857105,15920654,97912022,SOLE,
APA CORPORATION,03743Q108,297339,7272912,SOLE,
AT&T INC,00206R102,1202446,29868759,SOLE,
AXALTA COATING SYS LTD,G0750C108,10934,353278,OTR,
AXALTA COATING SYS LTD,G0750C108,176928,5716544,OTR,
AXALTA COATING SYS LTD,G0750C108,4676684,151103660,SOLE,
BANK AMERICA CORP,060505104,517442,28459310,SOLE,
BARRICK MNG CORP,06849F108,216126,9412287,SOLE,
BIO RAD LABS INC,090572207,1343,406916,OTR,
BIO RAD LABS INC,090572207,16134,4888441,OTR,
BIO RAD LABS INC,090572207,747195,226392613,SOLE,
BOK FINL CORP,05561Q201,59971,7104165,OTR,
BOK FINL CORP,05561Q201,1629336,193011143,SOLE,
BORGWARNER INC,099724106,64987,2928314,SOLE,
BOYD GAMING CORP,103304101,102336,8723121,OTR,
BOYD GAMING CORP,103304101,2237836,190753141,SOLE,
BRADY CORP,104674106,2996,234797,OTR,
BRINKS CO,109696104,9960,1162631,OTR,
BRINKS CO,109696104,138608,16179712,OTR,
BRINKS CO,109696104,878876,102591195,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,732677,39520597,SOLE,
CAPITAL ONE FINL CORP,14040H105,162230,39318063,SOLE,
CARLYLE GROUP INC,14316J108,8366,494514,OTR,
CARLYLE GROUP INC,14316J108,216940,12823323,OTR,
CARLYLE GROUP INC,14316J108,3725027,220186346,SOLE,
CARMAX INC,143130102,3800,146832,OTR,
CARMAX INC,143130102,559683,21626151,SOLE,
CBRE GROUP INC,12504L109,2087,335569,OTR,
CBRE GROUP INC,12504L109,15218,2446902,OTR,
CBRE GROUP INC,12504L109,193776,31157243,SOLE,
CENTERPOINT ENERGY INC,15189T107,996778,38216469,SOLE,
CHARLES RIV LABS INTL INC,159864107,2737,545977,OTR,
CHARLES RIV LABS INTL INC,159864107,41126,8203814,OTR,
CHARLES RIV LABS INTL INC,159864107,1383908,276061968,SOLE,
CHECK POINT SOFTWARE TECH LT,M22465104,464185,86134169,SOLE,
CHEVRON CORP NEW,166764100,41499,6324863,SOLE,
COPA HOLDINGS SA,P31076105,8752,1055579,SOLE,
CORE LABORATORIES INC,21867A105,390683,6262648,OTR,
CORE LABORATORIES INC,21867A105,13270317,212723182,SOLE,
CREDICORP LTD,G2519Y108,5737,1646519,SOLE,
CVS HEALTH CORP,126650100,825092,65479301,SOLE,
DENTSPLY SIRONA INC,24906P109,5274740,60290278,SOLE,
DISNEY WALT CO,254687106,557647,63443499,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,17398,377711,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,249697,5420922,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,11703449,254081878,SOLE,
FACTSET RESH SYS INC,303075105,645,187173,OTR,
FACTSET RESH SYS INC,303075105,124794,36213971,SOLE,
FAIR ISAAC CORP,303250104,221,373627,OTR,
FEDEX CORP,31428X106,71405,20626048,SOLE,
FIRST AMERN FINL CORP,31847R102,10917,670740,OTR,
FIRST AMERN FINL CORP,31847R102,167113,10267423,OTR,
FIRST AMERN FINL CORP,31847R102,3739120,229731533,SOLE,
FIRST SOLAR INC,336433107,251565,65716325,SOLE,
FISERV INC,337738108,7940,533330,OTR,
FISERV INC,337738108,313085,21029919,SOLE,
GALLAGHER ARTHUR J & CO,363576109,15357,3974238,SOLE,
GCM GROSVENOR INC,36831E108,4508199,51032813,SOLE,
GENERAC HLDGS INC,368736104,3857,525979,OTR,
GENERAC HLDGS INC,368736104,55273,7537579,OTR,
GENERAC HLDGS INC,368736104,1364818,186120231,SOLE,
GENTEX CORP,371901109,17004,395683,OTR,
GENTEX CORP,371901109,268389,6245412,OTR,
GENTEX CORP,371901109,7604535,176957529,SOLE,
GILEAD SCIENCES INC,375558103,205052,25168082,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,3158,2775882,SOLE,
HACKETT GROUP INC,404609109,7576,148717,OTR,
HACKETT GROUP INC,404609109,420623,8256829,SOLE,
HDFC BANK LTD,40415F101,13151,480538,SOLE,
HEWLETT PACKARD ENTERPRISE C,42824C109,1321535,31743271,SOLE,
HUMANA INC,444859102,82807,21209357,SOLE,
INTEL CORP,458140100,1524112,56239733,SOLE,
INTERCORP FINL SVCS INC,P5626F128,34668,1468536,SOLE,
ISHARES TR,464287598,668,140507,SOLE,
ISHARES TR,464287630,33319,6037736,SOLE,
JANUS HENDERSON GROUP PLC,G4474Y214,1169327,55624885,SOLE,
JOHNSON & JOHNSON,478160104,43260,8952657,SOLE,
JONES LANG LASALLE INC,48020Q107,2467,830071,OTR,
JONES LANG LASALLE INC,48020Q107,36017,12118640,OTR,
JONES LANG LASALLE INC,48020Q107,854746,287596387,SOLE,
KASPI KZ JSC,48581R205,13172,1029128,SOLE,
KB FINL GROUP INC,48241A105,51315,4415143,SOLE,
KENNAMETAL INC,489170100,10174,289043,OTR,
KENNAMETAL INC,489170100,193132,5486880,OTR,
KENNAMETAL INC,489170100,2174320,61772431,SOLE,
KEYSIGHT TECHNOLOGIES INC,49338L103,2498,507569,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,37981,7717359,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,217830,44260878,SOLE,
