Company,CUSIP,Shares,Value,Discretion,PutCall
KKR & CO INC,48251W104,4163,530699,OTR,
KKR & CO INC,48251W104,260753,33240792,SOLE,
KNOWLES CORP,49926D109,20353,436165,OTR,
KNOWLES CORP,49926D109,3978288,85254712,SOLE,
KORN FERRY,500643200,3082,203474,OTR,
KORN FERRY,500643200,463008,30567788,SOLE,
LABCORP HOLDINGS INC,504922105,1323,331914,OTR,
LABCORP HOLDINGS INC,504922105,27593,6922532,OTR,
LABCORP HOLDINGS INC,504922105,331171,83084180,SOLE,
LAZARD INC,52110M109,8663,420675,OTR,
LAZARD INC,52110M109,151373,7350673,OTR,
LAZARD INC,52110M109,5136786,249442328,SOLE,
LESLIES INC,527064208,108548,179104,OTR,
LESLIES INC,527064208,2727825,4500911,SOLE,
LINDBLAD EXPEDITIONS HLDGS I,535219109,75219,1084658,OTR,
LINDBLAD EXPEDITIONS HLDGS I,535219109,5043600,72728712,SOLE,
LITTELFUSE INC,537008104,1422,359652,OTR,
LITTELFUSE INC,537008104,220076,55661622,SOLE,
LOCKHEED MARTIN CORP,539830109,13446,6503427,SOLE,
M & T BK CORP,55261F104,1684,339292,OTR,
M & T BK CORP,55261F104,178718,36008103,SOLE,
MADISON SQUARE GARDEN ENTMT,558256103,7831,422013,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,191290,10308618,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,6682194,360103435,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,1448,374525,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,26035,6733953,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,695012,179764854,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,20989,334145,OTR,
MANCHESTER UTD PLC NEW,G5784H106,288136,4587125,OTR,
MANCHESTER UTD PLC NEW,G5784H106,8673036,138074733,SOLE,
MASCO CORP,574599106,3699,234739,OTR,
MASCO CORP,574599106,87192,5533204,OTR,
MASCO CORP,574599106,314597,19964326,SOLE,
MATTEL INC,577081102,22763,451618,OTR,
MATTEL INC,577081102,479220,9507725,OTR,
MATTEL INC,577081102,12030150,238678176,SOLE,
MGP INGREDIENTS INC NEW,55303J106,629467,15296048,SOLE,
MICROSOFT CORP,594918104,172455,83402687,SOLE,
MIDDLEBY CORP,596278101,3420,508451,OTR,
MIDDLEBY CORP,596278101,48623,7228781,OTR,
MIDDLEBY CORP,596278101,1506602,223986519,SOLE,
MOHAWK INDS INC,608190104,2137,233574,OTR,
MOHAWK INDS INC,608190104,52018,5685567,OTR,
MOHAWK INDS INC,608190104,1661872,181642610,SOLE,
MOLSON COORS BEVERAGE CO,60871R209,515945,24084313,SOLE,
MOSAIC CO NEW,61945C103,147037,3542121,SOLE,
MOTOROLA SOLUTIONS INC,620076307,755,289407,OTR,
NETAPP INC,64110D104,322860,34575077,SOLE,
NORTHERN TR CORP,665859104,5001,683087,OTR,
NORTHERN TR CORP,665859104,83278,11374942,OTR,
NORTHERN TR CORP,665859104,1160642,158532091,SOLE,
NORWEGIAN CRUISE LINE HLDG L,G66721104,45215,1009199,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,662851,14794834,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,13643301,304518478,SOLE,
NVENT ELECTRIC PLC,G6700G107,5740,585308,OTR,
NVENT ELECTRIC PLC,G6700G107,52896,5393805,OTR,
NVENT ELECTRIC PLC,G6700G107,554385,56530638,SOLE,
OMNICOM GROUP INC,681919106,3167,255735,OTR,
OMNICOM GROUP INC,681919106,91613,7397750,OTR,
OMNICOM GROUP INC,681919106,993553,80229405,SOLE,
ONESPAWORLD HOLDINGS LIMITED,P73684113,60827,1261552,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,833020,17276835,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,13117463,272056183,SOLE,
ORACLE CORP,68389X105,16384,3193405,SOLE,
PARAMOUNT SKYDANCE CORP,69932A204,133029,1782589,OTR,
PARAMOUNT SKYDANCE CORP,69932A204,2454161,32885757,SOLE,
PHINIA INC,71880K101,1444,90524,OTR,
PHINIA INC,71880K101,138700,8695103,SOLE,
PRESTIGE CONSMR HEALTHCARE I,74112D101,9598,592101,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,127488,7864735,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,3965411,244626205,SOLE,
PROGRESSIVE CORP,743315103,1094,249126,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,19156,672759,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,324115,11382919,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,5777945,202921428,SOLE,
RLI CORP,749607107,2924,187078,OTR,
RLI CORP,749607107,370249,23688531,SOLE,
SCHWAB CHARLES CORP,808513105,342275,34196695,SOLE,
SIMPSON MFG INC,829073105,1512,244143,OTR,
SIMPSON MFG INC,829073105,15016,2424634,OTR,
SIMPSON MFG INC,829073105,74861,12087806,SOLE,
SLB LIMITED,806857108,1285090,49321754,SOLE,
SMUCKER J M CO,832696405,2605,254795,OTR,
SMUCKER J M CO,832696405,52444,5129548,OTR,
SMUCKER J M CO,832696405,1553894,151986372,SOLE,
SNAP ON INC,833034101,763,262930,OTR,
SNAP ON INC,833034101,9025,3110015,OTR,
SNAP ON INC,833034101,22906,7893408,SOLE,
SPHERE ENTERTAINMENT CO,55826T102,6737,640554,OTR,
SPHERE ENTERTAINMENT CO,55826T102,168575,16028111,OTR,
SPHERE ENTERTAINMENT CO,55826T102,2993222,284595548,SOLE,
STANLEY BLACK & DECKER INC,854502101,421387,31300626,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,10162,3088130,SOLE,
VAIL RESORTS INC,91879Q109,112211,14901621,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,24473,1528828,SOLE,
WEBSTER FINL CORP,947890109,578996,36442008,SOLE,
WEX INC,96208T104,2977,443513,OTR,
WEX INC,96208T104,46581,6939637,OTR,
WEX INC,96208T104,287239,42792866,SOLE,
ZEBRA TECHNOLOGIES CORPORATI,989207105,1673,406238,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,20836,5059398,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,453222,110051366,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,2788,250697,OTR,
ZIMMER BIOMET HOLDINGS INC,98956P102,441,39655,SOLE,
