Company,CUSIP,Shares,Value,Discretion
ADOBE INC,00724F101,237137,105450081,DFND
ADOBE INC,00724F101,377725,167966753,DFND
AGILENT TECHNOLOGIES INC,00846U101,2037225,273680807,DFND
AGILENT TECHNOLOGIES INC,00846U101,1279332,171865461,DFND
ALPHABET INC,02079K305,2756212,521750932,DFND
ALPHABET INC,02079K305,1730826,327645362,DFND
AMERICAN TOWER CORP NEW,03027X100,751269,137790247,DFND
AMERICAN TOWER CORP NEW,03027X100,1196326,219418152,DFND
ANALOG DEVICES INC,032654105,1418726,301422526,DFND
ANALOG DEVICES INC,032654105,890552,189206678,DFND
AON PLC,G0403H108,510432,183326757,DFND
AON PLC,G0403H108,812796,291923811,DFND
APPLIED MATLS INC,038222105,1944383,316215007,DFND
APPLIED MATLS INC,038222105,1221019,198574320,DFND
BLACKROCK INC,09290D101,211166,216468378,DFND
BLACKROCK INC,09290D101,272627,279472664,DFND
BROADCOM INC,11135F101,4527827,1049731412,DFND
BROADCOM INC,11135F101,2843043,659131089,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,2288117,165591027,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,1436906,103988887,DFND
CBRE GROUP INC,12504L109,2916834,382951136,DFND
CBRE GROUP INC,12504L109,1831552,240464462,DFND
CME GROUP INC,12572Q105,1028527,238854825,DFND
CME GROUP INC,12572Q105,645911,149999912,DFND
ECOLAB INC,278865100,713740,167243557,DFND
ECOLAB INC,278865100,448206,105023630,DFND
ENTEGRIS INC,29362U104,1009399,99991065,DFND
ENTEGRIS INC,29362U104,1606955,159184962,DFND
EQUIFAX INC,294429105,707867,180399905,DFND
EQUIFAX INC,294429105,1127235,287275840,DFND
FASTENAL CO,311900104,3029483,217850123,DFND
FASTENAL CO,311900104,1902445,136804820,DFND
FERGUSON ENTERPRISES INC,31488V107,1296664,225061970,DFND
FERGUSON ENTERPRISES INC,31488V107,815009,141461112,DFND
FLUTTER ENTMT PLC,G3643J108,929672,240273728,DFND
FLUTTER ENTMT PLC,G3643J108,1480506,382636776,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,1309846,231410493,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,2085844,368506059,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,1370641,204239215,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,2182659,325238018,DFND
IQVIA HLDGS INC,46266C105,1269040,249379050,DFND
IQVIA HLDGS INC,46266C105,797104,156638907,DFND
LIVE NATION ENTERTAINMENT IN,538034109,1828880,236839960,DFND
LIVE NATION ENTERTAINMENT IN,538034109,1148531,148734765,DFND
MICROSOFT CORP,594918104,518198,218420457,DFND
MICROSOFT CORP,594918104,825202,347822643,DFND
MOODYS CORP,615369105,291212,137851024,DFND
MOODYS CORP,615369105,182870,86565172,DFND
ORACLE CORP,68389X105,353428,58895242,DFND
ORACLE CORP,68389X105,564087,93999458,DFND
S&P GLOBAL INC,78409V104,720874,359016878,DFND
S&P GLOBAL INC,78409V104,1147940,571708558,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,1748625,132510803,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,2784456,211006076,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1849960,365348600,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1161704,229424923,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,13156929,149331144,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,8683886,98562106,DFND
THERMO FISHER SCIENTIFIC INC,883556102,358607,186558120,DFND
THERMO FISHER SCIENTIFIC INC,883556102,571263,297188150,DFND
TRADEWEB MKTS INC,892672106,736602,96435934,DFND
TRADEWEB MKTS INC,892672106,462576,60560450,DFND
TRIP COM GROUP LTD,89677Q107,1888853,129688647,DFND
TRIP COM GROUP LTD,89677Q107,2859913,196361627,DFND
UBER TECHNOLOGIES INC,90353T100,2483973,149833251,DFND
UBER TECHNOLOGIES INC,90353T100,1560271,94115547,DFND
VISA INC,92826C839,1274719,402862193,DFND
VISA INC,92826C839,800476,252982435,DFND
YUM BRANDS INC,988498101,1154837,154932932,DFND
YUM BRANDS INC,988498101,725542,97338715,DFND
ZOETIS INC,98978V103,498850,81277631,DFND
ZOETIS INC,98978V103,794401,129431755,DFND
