Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,6027410,1097892732,SOLE,
ALPHABET INC,02079K107,16927056,3104760612,SOLE,
CANADIAN NATL RY CO,136375102,39488385,4665902111,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,54913285,4324450705,SOLE,
FERROVIAL SE,N3168P101,19095244,741761207,SOLE,
GE AEROSPACE,369604301,48180376,7659234373,SOLE,
MICROSOFT CORP,594918104,10531890,4707228236,SOLE,
MOODYS CORP,615369105,13246769,5575962475,SOLE,
S&P GLOBAL INC,78409V104,10400077,4638434342,SOLE,
VISA INC,92826C839,16797187,4408757672,SOLE,
