Company,CUSIP,Shares,Value,Discretion,PutCall
AAON INC,000360206,3203,236221,SOLE,
ABBOTT LABS,002824100,10669498,1451158449,SOLE,
ACCENTURE PLC IRELAND,G1151C101,2947158,880876004,SOLE,
ACUITY INC,00508Y102,1540,459444,SOLE,
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,142257,1657294,SOLE,
ADMA BIOLOGICS INC,000899104,30412,553803,SOLE,
ADOBE INC,00724F101,3356781,1298671456,SOLE,
ADT INC DEL,00090Q103,72926,617683,SOLE,
AEHR TEST SYS,00760J108,21000,271530,SOLE,
AFFIRM HLDGS INC,00827B106,30027,2076067,SOLE,
AIRBNB INC,009066101,7354228,973258595,SOLE,
ALKAMI TECHNOLOGY INC,01644J108,18915,570098,SOLE,
ALLISON TRANSMISSION HLDGS I,01973R101,4389,416911,SOLE,
ALPHABET INC,02079K107,6562265,1164080117,SOLE,
ALPHABET INC,02079K305,620019,109265878,SOLE,
ALPHATEC HLDGS INC,02081G201,34192,379531,SOLE,
AMAZON COM INC,023135106,13921840,3054312473,SOLE,
AMERICAN SUPERCONDUCTOR CORP,030111207,47221,1732538,SOLE,
AON PLC,G0403H108,2745627,979529926,SOLE,
APPLE INC,037833100,8526,1749237,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,1565,363784,SOLE,
ARCHER AVIATION INC,03945R102,194666,2112126,SOLE,
ARGAN INC,04010E109,44821,9882134,SOLE,
ARLO TECHNOLOGIES INC,04206A101,49190,834262,SOLE,
ASCENDIS PHARMA A/S,04351P101,2719,469299,SOLE,
ASML HOLDING N V,N07059210,44525,35681806,SOLE,
ASP ISOTOPES INC,00218A105,175138,1289016,SOLE,
ASTEC INDS INC,046224101,10956,456756,SOLE,
ASTRONICS CORP,046433108,49791,1667003,SOLE,
AUTODESK INC,052769106,1399,433177,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,94535,29154595,SOLE,
AXON ENTERPRISE INC,05464C101,922,763361,SOLE,
AXSOME THERAPEUTICS INC,05464T104,3232,337388,SOLE,
BARRETT BUSINESS SVCS INC,068463108,30143,1256662,SOLE,
BEL FUSE INC,077347300,20386,1991508,SOLE,
BELDEN INC,077454106,10682,1236976,SOLE,
BLACKLINE INC,09239B109,4763,269681,SOLE,
BLOOM ENERGY CORP,093712107,68316,1634119,SOLE,
BRIDGEBIO PHARMA INC,10806X102,35649,1539324,SOLE,
BROOKDALE SR LIVING INC,112463104,84013,584730,SOLE,
BUTTERFLY NETWORK INC,124155102,134802,269604,SOLE,
BWX TECHNOLOGIES INC,05605H100,41037,5911790,SOLE,
CAMECO CORP,13321L108,45616,3386076,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,9475,2618701,SOLE,
CARVANA CO,146869102,11695,3940747,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,41498,390496,SOLE,
CECO ENVIRONMENTAL CORP,125141101,18317,518554,SOLE,
CENTRAL PAC FINL CORP,154760409,17212,482452,SOLE,
CHEESECAKE FACTORY INC,163072101,15904,996545,SOLE,
CLEARWATER ANALYTICS HLDGS I,185123106,11785,258445,SOLE,
COMMVAULT SYS INC,204166102,13142,2291045,SOLE,
COMPOSECURE INC,20459V105,135767,1912957,SOLE,
CONSTELLATION ENERGY CORP,21037T109,4010,1294268,SOLE,
CONSTRUCTION PARTNERS INC,21044C107,12583,1337321,SOLE,
CORCEPT THERAPEUTICS INC,218352102,21576,1583678,SOLE,
CORE & MAIN INC,21874C102,34013,2052685,SOLE,
CORPORACION AMER ARPTS S A,L1995B107,68380,1385379,SOLE,
COSTAR GROUP INC,22160N109,6923828,556675810,SOLE,
CREDO TECHNOLOGY GROUP HOLDI,G25457105,24417,2260770,SOLE,
CURTISS WRIGHT CORP,231561101,2095,1023512,SOLE,
D MARKET ELECTR SVCS & TRADI,23292B104,114817,310006,SOLE,
DAVE INC,23834J201,12621,3387603,SOLE,
DLOCAL LTD,G29018101,605885,6870736,SOLE,
DOXIMITY INC,26622P107,5915,362826,SOLE,
DUTCH BROS INC,26701L100,14663,1002509,SOLE,
E L F BEAUTY INC,26856L103,3864,480836,SOLE,
ELI LILLY & CO,532457108,1737910,1354753358,SOLE,
EMBRAER S.A.,29082A107,22284,1268182,SOLE,
ENOVIX CORPORATION,293594107,193681,2002662,SOLE,
ESQUIRE FINL HLDGS INC,29667J101,11692,1106765,SOLE,
EVERQUOTE INC,30041R108,28806,696529,SOLE,
EXLSERVICE HOLDINGS INC,302081104,42201,1847982,SOLE,
FABRINET,G3323L100,4098,1207599,SOLE,
FIRSTSERVICE CORP NEW,33767E202,2247,392371,SOLE,
FIVERR INTL LTD,M4R82T106,36223,1062421,SOLE,
FTAI AVIATION LTD,G3730V105,14662,1686716,SOLE,
GARTNER INC,366651107,779216,314974565,SOLE,
GATES INDL CORP PLC,G39108108,18615,428703,SOLE,
GENEDX HOLDINGS CORP,81663L200,80980,7475264,SOLE,
GENERAC HLDGS INC,368736104,2530,362321,SOLE,
GLOBAL X FDS,37954Y889,46993,3545622,SOLE,
GLOBANT S A,L44385109,272981,24797565,SOLE,
GOOSEHEAD INS INC,38267D109,16369,1727093,SOLE,
GRAIL INC,384747101,21938,1128052,SOLE,
GRUPO FINANCIERO GALICIA S.A,399909100,39394,1985064,SOLE,
